Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	26/11/19
8	Time	11:51
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Cylindrical
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
164:Disproportional Collapse T2 Column2 - Results - 29:Increment 29
 
	Feature	Node	X	Y	Z	Nt[kN/m]	Nz[kN/m]	Ntz[kN/m]	Mt[kN.m/m]	Mz[kN.m/m]	Mtz[kN.m/m]	St[kN/m]	Sz[kN/m]
18	Surface 2	28060	9.665	4.20989E-15	-0.92	-555.273	-27.2611	2.37073	6.04119	2.76342	-0.0581704	-0.338341	-2.82542
19	Surface 2	28064	9.665	6.11242	-0.92	-555.659	-26.9879	-0.277395	5.89265	2.7676	0.353644	-1.07399	-2.86697
20	Surface 2	28068	9.665	12.2246	-0.92	-555.517	-27.1356	-0.500132	5.15855	2.75865	0.756172	-2.36227	-2.82498
21	Surface 2	28073	9.665	18.3371	-0.92	-556.546	-26.877	5.17257	4.18785	2.76617	1.16224	-4.25497	-2.89973
22	Surface 2	28280	9.665	0.0	0.0	-463.786	-4.53749	1.79991	7.0288	1.36977	-0.0466885	-0.108141	-2.32882
23	Surface 2	28284	9.665	6.11244	0.0	-461.888	-4.08476	-0.199393	6.89519	1.37816	0.317828	-2.05907	-2.40179
24	Surface 2	28287	9.665	12.2246	0.0	-464.088	-4.54898	-0.305723	6.13477	1.37943	0.673854	-4.43167	-2.36041
25	Surface 2	28294	9.665	18.3371	0.0	-462.326	-3.96689	4.65524	5.16569	1.40301	1.0472	-7.17699	-2.48598
26	Surface 3	27135	9.665	18.3371	-4.6	-894.944	-138.645	2.01606	-0.523045	6.80669	1.08583	-6.0089	4.11151
27	Surface 3	27142	9.665	20.819	-4.6	-896.32	-138.459	-2.86046	-1.21482	6.67725	1.1859	-4.82	4.0863
28	Surface 3	27413	9.665	18.3371	-3.68	-820.369	-108.92	3.01139	1.16158	9.10465	1.11601	-5.66043	1.08841
29	Surface 3	27420	9.665	20.819	-3.68	-821.742	-108.77	-2.25305	0.438129	8.98116	1.21499	-4.59174	1.06502
30	Surface 3	27633	9.665	18.3371	-2.76	-738.272	-81.1226	4.06755	2.36237	8.43611	1.17291	-5.25257	-1.93126
31	Surface 3	27639	9.665	20.819	-2.76	-739.58	-80.9778	-1.57539	1.60721	8.32522	1.27305	-4.31703	-1.95172
32	Surface 3	27854	9.665	18.3371	-1.84	-649.447	-53.875	5.03278	3.275	5.81455	1.27034	-4.78654	-3.10503
33	Surface 3	27860	9.665	20.819	-1.84	-650.636	-53.5761	-0.88482	2.48965	5.72597	1.37827	-3.98474	-3.12025
34	Surface 3	28073	9.665	18.3371	-0.92	-556.546	-26.877	5.17257	4.18785	2.76617	1.16224	-4.25497	-2.89973
35	Surface 3	28078	9.665	20.819	-0.92	-557.53	-26.6667	-0.463264	3.36601	2.7122	1.25261	-3.60499	-2.90404
36	Surface 3	28294	9.665	18.3371	0.0	-462.326	-3.96689	4.65524	5.16569	1.40301	1.0472	-7.17699	-2.48598
37	Surface 3	28300	9.665	20.819	0.0	-460.016	-3.37416	-0.506533	4.36367	1.37792	1.12679	-7.10707	-2.49108
38	Surface 12	27127	9.665	161.663	-4.6	-894.98	-138.716	-2.15966	-0.567154	6.8007	-1.08325	5.98549	4.09912
39	Surface 12	27139	9.665	159.181	-4.6	-896.345	-138.53	2.72654	-1.24313	6.67241	-1.17956	4.7952	4.07411
40	Surface 12	27410	9.665	161.663	-3.68	-820.414	-108.973	-3.13499	1.10799	9.09454	-1.10994	5.63372	1.07787
41	Surface 12	27415	9.665	159.181	-3.68	-821.772	-108.821	2.13914	0.401702	8.97276	-1.20549	4.56394	1.05482
42	Surface 12	27630	9.665	161.663	-2.76	-738.328	-81.1584	-4.16674	2.30033	8.42382	-1.16399	5.22286	-1.93872
43	Surface 12	27635	9.665	159.181	-2.76	-739.617	-81.0119	1.4852	1.56369	8.31506	-1.26093	4.2866	-1.95887
44	Surface 12	27851	9.665	161.663	-1.84	-649.51	-53.8956	-5.10241	3.20559	5.80332	-1.25878	4.75464	-3.1081
45	Surface 12	27856	9.665	159.181	-1.84	-650.677	-53.5947	0.822859	2.44004	5.71695	-1.36359	3.95251	-3.12326
46	Surface 12	28071	9.665	161.663	-0.92	-556.61	-26.8864	-5.2084	4.11179	2.75922	-1.15074	4.22205	-2.89872
47	Surface 12	28076	9.665	159.181	-0.92	-557.569	-26.6744	0.432866	3.31094	2.70688	-1.23837	3.57218	-2.90343
48	Surface 12	28291	9.665	161.663	0.0	-462.369	-3.9684	-4.67122	5.08813	1.39917	-1.03553	7.10443	-2.48339
49	Surface 12	28296	9.665	159.181	0.0	-460.032	-3.37431	0.494477	4.30739	1.37517	-1.11269	7.02621	-2.48917
50	Surface 13	27108	9.665	-180.0	-4.6	-892.304	-139.571	-2.4209	0.931488	7.09954	0.0388832	0.626443	4.20065
51	Surface 13	27116	9.665	173.888	-4.6	-892.952	-139.413	0.658966	0.822513	7.06963	-0.340944	1.43152	4.1683
52	Surface 13	27123	9.665	167.775	-4.6	-893.528	-139.17	1.60663	0.232574	6.9516	-0.714468	3.16665	4.19486
53	Surface 13	27127	9.665	161.663	-4.6	-894.98	-138.716	-2.15966	-0.567154	6.8007	-1.08325	5.98549	4.09912
54	Surface 13	27396	9.665	-180.0	-3.68	-817.769	-109.767	-2.58444	2.67087	9.35511	0.0438729	0.558815	1.14788
55	Surface 13	27402	9.665	173.888	-3.68	-818.383	-109.607	0.499017	2.56046	9.33246	-0.342892	1.35298	1.1177
56	Surface 13	27405	9.665	167.775	-3.68	-818.97	-109.382	1.26173	1.94278	9.22669	-0.725634	2.99886	1.15787
57	Surface 13	27410	9.665	161.663	-3.68	-820.414	-108.973	-3.13499	1.10799	9.09454	-1.10994	5.63372	1.07787
58	Surface 13	27617	9.665	-180.0	-2.76	-735.842	-81.9128	-2.74448	3.92292	8.61447	0.0475235	0.487767	-1.90785
59	Surface 13	27622	9.665	173.888	-2.76	-736.39	-81.7317	0.348054	3.81067	8.5998	-0.35723	1.25772	-1.93882
60	Surface 13	27626	9.665	167.775	-2.76	-736.949	-81.5459	0.914703	3.1682	8.52093	-0.758204	2.79611	-1.87777
61	Surface 13	27630	9.665	161.663	-2.76	-738.328	-81.1584	-4.16674	2.30033	8.42382	-1.16399	5.22286	-1.93872
62	Surface 13	27836	9.665	-180.0	-1.84	-647.561	-54.5851	-2.88141	4.88652	5.88365	0.0527403	0.41544	-3.11095
63	Surface 13	27842	9.665	173.888	-1.84	-647.949	-54.2075	0.277256	4.77358	5.88124	-0.390096	1.14568	-3.13637
64	Surface 13	27846	9.665	167.775	-1.84	-648.43	-54.3423	0.664782	4.10456	5.84142	-0.824471	2.55729	-3.07113
65	Surface 13	27851	9.665	161.663	-1.84	-649.51	-53.8956	-5.10241	3.20559	5.80332	-1.25878	4.75464	-3.1081
66	Surface 13	28057	9.665	-180.0	-0.92	-555.501	-27.2726	-2.43328	5.86764	2.75261	0.0431274	0.316976	-2.82711
67	Surface 13	28061	9.665	173.888	-0.92	-555.822	-26.9987	0.223936	5.74959	2.75799	-0.357137	1.04579	-2.8673
68	Surface 13	28065	9.665	167.775	-0.92	-555.623	-27.1455	0.4567	5.0507	2.75066	-0.750852	2.33045	-2.82448
69	Surface 13	28071	9.665	161.663	-0.92	-556.61	-26.8864	-5.2084	4.11179	2.75922	-1.15074	4.22205	-2.89872
70	Surface 13	28275	9.665	-180.0	0.0	-464.025	-4.54325	-1.83097	6.85107	1.36372	0.0361614	0.119867	-2.32597
71	Surface 13	28282	9.665	173.888	0.0	-462.043	-4.08837	0.1737	6.74909	1.37287	-0.318478	2.03086	-2.3989
72	Surface 13	28286	9.665	167.775	0.0	-464.179	-4.55125	0.285563	6.02471	1.37505	-0.667356	4.37623	-2.35775
73	Surface 13	28291	9.665	161.663	0.0	-462.369	-3.9684	-4.67122	5.08813	1.39917	-1.03553	7.10443	-2.48339
74	Surface 14	27096	9.665	-172.251	-4.6	-892.736	-139.375	1.30681	0.573587	7.04872	0.552668	-2.66847	4.17047
75	Surface 14	27108	9.665	-180.0	-4.6	-892.304	-139.571	-2.4209	0.931488	7.09954	0.0388832	0.626443	4.20065
76	Surface 14	27389	9.665	-172.251	-3.68	-818.231	-109.592	1.85669	2.28957	9.30461	0.575941	-2.52591	1.1257
77	Surface 14	27396	9.665	-180.0	-3.68	-817.769	-109.767	-2.58444	2.67087	9.35511	0.0438729	0.558815	1.14788
78	Surface 14	27610	9.665	-172.251	-2.76	-736.319	-81.783	2.44062	3.52018	8.57354	0.609098	-2.35519	-1.91754
79	Surface 14	27617	9.665	-180.0	-2.76	-735.842	-81.9128	-2.74448	3.92292	8.61447	0.0475235	0.487767	-1.90785
80	Surface 14	27830	9.665	-172.251	-1.84	-647.941	-54.5228	2.96447	4.46311	5.86364	0.660966	-2.15557	-3.1134
81	Surface 14	27836	9.665	-180.0	-1.84	-647.561	-54.5851	-2.88141	4.88652	5.88365	0.0527403	0.41544	-3.11095
82	Surface 14	28051	9.665	-172.251	-0.92	-555.772	-27.2536	2.7492	5.41854	2.74932	0.605155	-1.92439	-2.8405
83	Surface 14	28057	9.665	-180.0	-0.92	-555.501	-27.2726	-2.43328	5.86764	2.75261	0.0431274	0.316976	-2.82711
84	Surface 14	28271	9.665	-172.251	0.0	-464.343	-4.54955	2.22866	6.39255	1.36523	0.542174	-3.53194	-2.35106
85	Surface 14	28275	9.665	-180.0	0.0	-464.025	-4.54325	-1.83097	6.85107	1.36372	0.0361614	0.119867	-2.32597
86	Surface 15	27087	9.665	-166.683	-4.6	-894.284	-139.02	-1.64711	-0.127525	6.93169	0.852087	-5.92098	4.12975
87	Surface 15	27096	9.665	-172.251	-4.6	-892.736	-139.375	1.30681	0.573587	7.04872	0.552668	-2.66847	4.17047
88	Surface 15	27383	9.665	-166.683	-3.68	-819.791	-109.257	-1.1465	1.54725	9.19189	0.881879	-5.56857	1.09411
89	Surface 15	27389	9.665	-172.251	-3.68	-818.231	-109.592	1.85669	2.28957	9.30461	0.575941	-2.52591	1.1257
90	Surface 15	27605	9.665	-166.683	-2.76	-737.825	-81.398	-0.567202	2.73861	8.47579	0.928718	-5.15967	-1.9326
91	Surface 15	27610	9.665	-172.251	-2.76	-736.319	-81.783	2.44062	3.52018	8.57354	0.609098	-2.35519	-1.91754
92	Surface 15	27823	9.665	-166.683	-1.84	-649.291	-54.0278	-0.0570769	3.64488	5.80266	1.00788	-4.68092	-3.10004
93	Surface 15	27830	9.665	-172.251	-1.84	-647.941	-54.5228	2.96447	4.46311	5.86364	0.660966	-2.15557	-3.1134
94	Surface 15	28043	9.665	-166.683	-0.92	-556.473	-26.9131	0.218137	4.55934	2.73223	0.917119	-4.17603	-2.84355
95	Surface 15	28051	9.665	-172.251	-0.92	-555.772	-27.2536	2.7492	5.41854	2.74932	0.605155	-1.92439	-2.8405
96	Surface 15	28265	9.665	-166.683	0.0	-462.914	-4.12307	0.223072	5.54612	1.37345	0.81609	-6.46706	-2.3938
97	Surface 15	28271	9.665	-172.251	0.0	-464.343	-4.54955	2.22866	6.39255	1.36523	0.542174	-3.53194	-2.35106
98	Surface 17	27058	9.665	-159.181	-4.6	-896.705	-138.463	-4.0985	-1.65212	6.67083	1.22732	-0.395392	4.03817
99	Surface 17	27069	9.665	-160.983	-4.6	-896.626	-138.591	-4.59637	-1.24404	6.73877	1.13338	-2.34565	4.02093
100	Surface 17	27365	9.665	-159.181	-3.68	-822.26	-108.81	-3.61609	-0.0571598	8.94477	1.26925	-0.529397	1.0134
101	Surface 17	27372	9.665	-160.983	-3.68	-822.138	-108.895	-4.20981	0.371061	9.00713	1.17219	-2.31812	0.987685
102	Surface 17	27586	9.665	-159.181	-2.76	-740.276	-80.9578	-3.05713	1.05585	8.26139	1.33838	-0.659332	-1.99228
103	Surface 17	27591	9.665	-160.983	-2.76	-740.171	-81.0385	-3.73208	1.50363	8.31439	1.23585	-2.26781	-2.02844
104	Surface 17	27807	9.665	-159.181	-1.84	-651.631	-53.4971	-2.37683	1.88955	5.65692	1.44881	-0.777645	-3.12435
105	Surface 17	27813	9.665	-160.983	-1.84	-651.279	-53.5649	-3.1741	2.35578	5.69136	1.34022	-2.18863	-3.17696
106	Surface 17	28026	9.665	-159.181	-0.92	-558.255	-26.5558	-1.67192	2.71622	2.6644	1.31514	-0.873656	-2.87113
107	Surface 17	28031	9.665	-160.983	-0.92	-558.541	-26.7168	-2.63518	3.20888	2.67546	1.21477	-2.0702	-2.93593
108	Surface 17	28245	9.665	-159.181	0.0	-460.572	-3.28784	-1.34142	3.72331	1.35222	1.18029	-4.98284	-2.44408
109	Surface 17	28253	9.665	-160.983	0.0	-458.94	-3.00616	-2.67888	4.20343	1.34723	1.10507	-5.74651	-2.51177
110	Surface 24	27063	9.665	-20.819	-4.6	-896.715	-138.586	4.05482	-1.57054	6.64226	-1.32554	0.42988	4.06426
111	Surface 24	27071	9.665	-19.0166	-4.6	-896.62	-138.69	4.53171	-1.15452	6.71304	-1.2256	2.37699	4.04736
112	Surface 24	27370	9.665	-20.819	-3.68	-822.197	-108.868	3.52304	0.0520208	8.92555	-1.36228	0.565282	1.04817
113	Surface 24	27375	9.665	-19.0166	-3.68	-822.062	-108.938	4.10247	0.488047	8.99138	-1.25895	2.34974	1.0214
114	Surface 24	27589	9.665	-20.819	-2.76	-740.111	-80.9753	2.93229	1.1942	8.25603	-1.42596	0.692399	-1.95492
115	Surface 24	27594	9.665	-19.0166	-2.76	-739.998	-81.0478	3.59976	1.64927	8.31218	-1.31719	2.2958	-1.99335
116	Surface 24	27810	9.665	-20.819	-1.84	-651.331	-53.4948	2.24627	2.05643	5.66298	-1.53283	0.804502	-3.09425
117	Surface 24	27814	9.665	-19.0166	-1.84	-650.981	-53.559	3.04203	2.52917	5.69951	-1.41806	2.21001	-3.14969
118	Surface 24	28029	9.665	-20.819	-0.92	-557.797	-26.5492	1.57882	2.91025	2.6731	-1.38464	0.893754	-2.85779
119	Surface 24	28036	9.665	-19.0166	-0.92	-558.1	-26.7086	2.54347	3.40888	2.68511	-1.27903	2.0849	-2.92477
120	Surface 24	28248	9.665	-20.819	0.0	-459.956	-3.26717	1.28574	3.92643	1.35874	-1.23693	5.18565	-2.44089
121	Surface 24	28255	9.665	-19.0166	0.0	-458.359	-2.98592	2.62678	4.41201	1.35416	-1.15736	5.92854	-2.51005
122	Surface 26	27090	9.665	-13.3169	-4.6	-894.238	-139.06	1.52692	-0.0210301	6.91476	-0.923714	5.93993	4.1593
123	Surface 26	27104	9.665	-7.74887	-4.6	-892.669	-139.373	-1.45873	0.685188	7.03926	-0.605791	2.67576	4.19898
124	Surface 26	27388	9.665	-13.3169	-3.68	-819.686	-109.263	1.00383	1.67916	9.18568	-0.947464	5.585	1.12774
125	Surface 26	27394	9.665	-7.74887	-3.68	-818.117	-109.574	-2.01591	2.42372	9.30544	-0.623071	2.52946	1.15579
126	Surface 26	27606	9.665	-13.3169	-2.76	-737.644	-81.388	0.418677	2.89608	8.4814	-0.989038	5.17087	-1.90038
127	Surface 26	27612	9.665	-7.74887	-2.76	-736.148	-81.7609	-2.59261	3.67637	8.58413	-0.651347	2.35338	-1.89058
128	Surface 26	27827	9.665	-13.3169	-1.84	-649.018	-54.0144	-0.075468	3.82669	5.81531	-1.06484	4.68528	-3.07694
129	Surface 26	27833	9.665	-7.74887	-1.84	-647.703	-54.5052	-3.09105	4.63991	5.87855	-0.699963	2.14789	-3.09568
130	Surface 26	28046	9.665	-13.3169	-0.92	-556.101	-26.904	-0.302627	4.76395	2.74311	-0.963588	4.17474	-2.83532
131	Surface 26	28053	9.665	-7.74887	-0.92	-555.469	-27.2434	-2.82546	5.61445	2.7605	-0.636281	1.91243	-2.83546
132	Surface 26	28268	9.665	-13.3169	0.0	-462.464	-4.1113	-0.269708	5.75792	1.38034	-0.852961	6.58348	-2.39365
133	Surface 26	28272	9.665	-7.74887	0.0	-463.999	-4.541	-2.26872	6.59415	1.3719	-0.566019	3.59503	-2.35234
134	Surface 27	27104	9.665	-7.74887	-4.6	-892.669	-139.373	-1.45873	0.685188	7.03926	-0.605791	2.67576	4.19898
135	Surface 27	27114	9.665	7.01648E-15	-4.6	-892.229	-139.533	2.25553	1.03721	7.09854	-0.0715952	-0.630778	4.22511
136	Surface 27	27394	9.665	-7.74887	-3.68	-818.117	-109.574	-2.01591	2.42372	9.30544	-0.623071	2.52946	1.15579
137	Surface 27	27400	9.665	4.20989E-15	-3.68	-817.661	-109.728	2.42545	2.79532	9.36282	-0.0710569	-0.567365	1.1718
138	Surface 27	27612	9.665	-7.74887	-2.76	-736.148	-81.7609	-2.59261	3.67637	8.58413	-0.651347	2.35338	-1.89058
139	Surface 27	27619	9.665	1.4033E-15	-2.76	-735.694	-81.8805	2.60317	4.06514	8.62908	-0.0703706	-0.501274	-1.88802
140	Surface 27	27833	9.665	-7.74887	-1.84	-647.703	-54.5052	-3.09105	4.63991	5.87855	-0.699963	2.14789	-3.09568
141	Surface 27	27840	9.665	1.4033E-15	-1.84	-647.37	-54.563	2.77124	5.04505	5.89974	-0.0725261	-0.433657	-3.09943
142	Surface 27	28053	9.665	-7.74887	-0.92	-555.469	-27.2434	-2.82546	5.61445	2.7605	-0.636281	1.91243	-2.83546
143	Surface 27	28060	9.665	4.20989E-15	-0.92	-555.273	-27.2611	2.37073	6.04119	2.76342	-0.0581704	-0.338341	-2.82542
144	Surface 27	28272	9.665	-7.74887	0.0	-463.999	-4.541	-2.26872	6.59415	1.3719	-0.566019	3.59503	-2.35234
145	Surface 27	28280	9.665	0.0	0.0	-463.786	-4.53749	1.79991	7.0288	1.36977	-0.0466885	-0.108141	-2.32882
146	Surface 30	25876	9.665	7.01648E-15	-9.9	-1.33656E3	-319.009	3.83579	-19.6292	-58.1199	-0.0144257	-1.03005	29.6679
147	Surface 30	25882	9.665	6.11244	-9.9	-1.33686E3	-318.657	-1.49697	-19.7285	-58.1512	0.360583	-1.84237	29.6036
148	Surface 30	25889	9.665	12.2246	-9.9	-1.33743E3	-318.192	-3.13906	-20.1416	-58.2648	0.740625	-4.07886	29.6574
149	Surface 30	25897	9.665	18.3371	-9.9	-1.3383E3	-317.085	3.28925	-20.7277	-58.3994	1.14724	-7.9861	29.4985
150	Surface 30	26164	9.665	7.01648E-15	-8.84	-1.21665E3	-282.155	2.99176	-13.2473	-35.7442	-0.0338577	-0.924376	22.9096
151	Surface 30	26168	9.665	6.11242	-8.84	-1.21708E3	-281.83	-1.37616	-13.3505	-35.7763	0.346587	-1.72297	22.8559
152	Surface 30	26171	9.665	12.2246	-8.84	-1.21761E3	-281.405	-2.90127	-13.804	-35.8883	0.724871	-3.8118	22.8887
153	Surface 30	26177	9.665	18.3371	-8.84	-1.21867E3	-280.426	1.76402	-14.4356	-36.0271	1.10957	-7.41352	22.7457
154	Surface 30	26384	9.665	7.01648E-15	-7.78	-1.12597E3	-245.615	2.41764	-7.83124	-16.3658	-0.0508768	-0.841322	14.4106
155	Surface 30	26387	9.665	6.11241	-7.78	-1.12652E3	-245.329	-1.26913	-7.93897	-16.398	0.335789	-1.64234	14.3654
156	Surface 30	26392	9.665	12.2246	-7.78	-1.12704E3	-244.946	-2.68216	-8.43227	-16.511	0.714209	-3.63023	14.3818
157	Surface 30	26396	9.665	18.3371	-7.78	-1.12828E3	-244.117	0.839884	-9.11041	-16.6559	1.08431	-7.00945	14.2514
158	Surface 30	26604	9.665	7.01648E-15	-6.72	-1.04738E3	-209.597	2.19295	-4.10116	-4.6929	-0.0621309	-0.769707	8.37308
159	Surface 30	26608	9.665	6.11241	-6.72	-1.048E3	-209.355	-1.14801	-4.21436	-4.72467	0.328005	-1.57814	8.33216
160	Surface 30	26612	9.665	12.2246	-6.72	-1.04854E3	-209.02	-2.42928	-4.74838	-4.84099	0.707508	-3.48472	8.34306
161	Surface 30	26618	9.665	18.3371	-6.72	-1.0499E3	-208.337	0.769253	-5.47521	-4.99274	1.07359	-6.67764	8.22105
162	Surface 30	26822	9.665	7.01648E-15	-5.66	-971.183	-173.985	2.16496	-1.3225	2.35017	-0.0688611	-0.700775	5.68078
163	Surface 30	26827	9.665	6.11242	-5.66	-971.837	-173.783	-1.00002	-1.44165	2.32029	0.32309	-1.51562	5.64244
164	Surface 30	26832	9.665	12.2246	-5.66	-972.4	-173.494	-2.12204	-2.01593	2.20206	0.704412	-3.34358	5.65637
165	Surface 30	26838	9.665	18.3371	-5.66	-973.828	-172.94	1.22058	-2.79153	2.04725	1.0732	-6.35633	5.54393
166	Surface 30	27114	9.665	7.01648E-15	-4.6	-892.229	-139.533	2.25553	1.03721	7.09854	-0.0715952	-0.630778	4.22511
167	Surface 30	27118	9.665	6.11244	-4.6	-892.884	-139.358	-0.82633	0.912164	7.07261	0.322921	-1.44527	4.18874
168	Surface 30	27124	9.665	12.2246	-4.6	-893.474	-139.105	-1.76412	0.299265	6.95652	0.708324	-3.18658	4.21135
169	Surface 30	27135	9.665	18.3371	-4.6	-894.944	-138.645	2.01606	-0.523045	6.80669	1.08583	-6.0089	4.11151
170	Surface 31	25897	9.665	18.3371	-9.9	-1.3383E3	-317.085	3.28925	-20.7277	-58.3994	1.14724	-7.9861	29.4985
