Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:49
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
161:Disproportional Collapse T1 Column2 - Results - 26:Increment 26
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
19	Line 25109	3550	8.9	-180.0	-65.7	-212.97	114.343	-974.908	0.0	-2.3777	0.510859E-3
20	Line 25109	3587	9.665	173.888	-65.7	-425.141	512.787	-1.80718E3	0.0	-71.7364	-2.30821E-3
21	Line 25109	3547	9.665	-180.0	-65.7	-212.97	114.343	-974.908	0.0	-2.3777	0.510859E-3
22	Line 25110	3550	8.9	-180.0	-65.7	-212.97	114.343	-974.908	0.0	-2.3777	0.510859E-3
23	Line 25110	3502	8.9	-172.251	-65.7	-212.771	-32.8054	-545.369	0.0	-11.2428	-2.78361E-3
24	Line 25110	3547	9.665	-180.0	-65.7	-212.97	114.343	-974.908	0.0	-2.3777	0.510859E-3
25	Line 25110	3494	9.665	-172.251	-65.7	-212.771	-32.8054	-545.369	0.0	-11.2428	-2.78361E-3
26	Line 25114	3131	8.9	-37.9822	-65.7	-56.1665	126.978	331.283	0.0	51.0047	0.24168E-3
27	Line 25114	3102	9.665	-37.9822	-65.7	-56.1665	126.978	331.283	0.0	51.0047	0.24168E-3
28	Line 25114	3178	8.9	-33.0518	-65.7	-229.376	487.397	774.678	0.0	27.9569	1.30771E-3
29	Line 25114	3233	8.9	-28.1214	-65.7	-106.979	236.904	207.195	0.0	-18.3096	-67.0708E-6
30	Line 25114	3144	9.665	-33.0518	-65.7	-229.376	487.397	774.678	0.0	27.9569	1.30771E-3
31	Line 25114	3201	9.665	-28.1214	-65.7	-106.979	236.904	207.195	0.0	-18.3096	-67.0708E-6
32	Line 25115	3233	8.9	-28.1214	-65.7	-106.979	236.904	207.195	0.0	-18.3096	-67.0708E-6
33	Line 25115	3201	9.665	-28.1214	-65.7	-106.979	236.904	207.195	0.0	-18.3096	-67.0708E-6
34	Line 25115	3295	8.9	-24.9197	-65.7	-63.294	123.643	88.0127	0.0	-17.2994	0.129432E-3
35	Line 25115	3260	8.9	-26.5207	-65.7	-117.764	235.15	179.032	0.0	-14.0103	0.32562E-3
36	Line 25115	3220	9.665	-26.5207	-65.7	-117.764	235.15	179.032	0.0	-14.0103	0.32562E-3
37	Line 25115	3255	9.665	-24.9197	-65.7	-63.294	123.643	88.0127	0.0	-17.2994	0.129432E-3
38	Line 25118	3295	8.9	-24.9197	-65.7	-63.294	123.643	88.0127	0.0	-17.2994	0.129432E-3
39	Line 25118	3255	9.665	-24.9197	-65.7	-63.294	123.643	88.0127	0.0	-17.2994	0.129432E-3
40	Line 25118	3309	8.9	-23.1855	-65.7	-79.345	147.688	99.3042	0.0	-20.7468	0.340972E-3
41	Line 25118	3284	9.665	-23.1855	-65.7	-79.345	147.688	99.3042	0.0	-20.7468	0.340972E-3
42	Line 25119	3309	8.9	-23.1855	-65.7	-79.345	147.688	99.3042	0.0	-20.7468	0.340972E-3
43	Line 25119	3284	9.665	-23.1855	-65.7	-79.345	147.688	99.3042	0.0	-20.7468	0.340972E-3
44	Line 25119	3348	8.9	-20.819	-65.7	-81.5715	138.323	95.898	0.0	-35.6197	0.398647E-3
45	Line 25119	3329	9.665	-20.819	-65.7	-81.5715	138.323	95.898	0.0	-35.6197	0.398647E-3
46	Line 25120	3348	8.9	-20.819	-65.7	-81.5715	138.323	95.898	0.0	-35.6197	0.398647E-3
47	Line 25120	3329	9.665	-20.819	-65.7	-81.5715	138.323	95.898	0.0	-35.6197	0.398647E-3
48	Line 25120	3395	8.9	-19.0166	-65.7	-47.741	73.3278	56.4928	0.0	-9.55386	0.270177E-3
49	Line 25120	3355	9.665	-19.0166	-65.7	-47.741	73.3278	56.4928	0.0	-9.55386	0.270177E-3
50	Line 25123	3869	8.9	32.5601	-65.7	-171.418	-269.332	310.89	0.0	-23.0017	-0.824925E-3
51	Line 25123	3843	8.9	30.3724	-65.7	-114.226	-181.185	143.748	0.0	-14.2044	-0.525737E-3
52	Line 25123	3882	9.665	30.3724	-65.7	-114.226	-181.185	143.748	0.0	-14.2044	-0.525737E-3
53	Line 25123	3911	9.665	32.5601	-65.7	-171.418	-269.332	310.89	0.0	-23.0017	-0.824925E-3
54	Line 25124	3927	8.9	37.9822	-65.7	-131.528	-197.787	331.51	0.0	27.7601	-1.45137E-3
55	Line 25124	3869	8.9	32.5601	-65.7	-171.418	-269.332	310.89	0.0	-23.0017	-0.824925E-3
56	Line 25124	3911	9.665	32.5601	-65.7	-171.418	-269.332	310.89	0.0	-23.0017	-0.824925E-3
57	Line 25124	3960	9.665	37.9822	-65.7	-131.528	-197.787	331.51	0.0	27.7601	-1.45137E-3
58	Line 25127	3395	8.9	-19.0166	-65.7	-47.741	73.3278	56.4928	0.0	-9.55386	0.270177E-3
59	Line 25127	3355	9.665	-19.0166	-65.7	-47.741	73.3278	56.4928	0.0	-9.55386	0.270177E-3
60	Line 25127	3400	8.9	-18.3371	-65.7	-109.886	157.939	127.167	0.0	-8.29435	0.53498E-3
61	Line 25127	3377	9.665	-18.3371	-65.7	-109.886	157.939	127.167	0.0	-8.29435	0.53498E-3
62	Line 25128	3400	8.9	-18.3371	-65.7	-109.886	157.939	127.167	0.0	-8.29435	0.53498E-3
63	Line 25128	3377	9.665	-18.3371	-65.7	-109.886	157.939	127.167	0.0	-8.29435	0.53498E-3
64	Line 25128	3459	8.9	-13.3169	-65.7	-211.358	194.438	161.499	0.0	-76.9281	0.4465E-3
65	Line 25128	3443	9.665	-13.3169	-65.7	-211.358	194.438	161.499	0.0	-76.9281	0.4465E-3
66	Line 25131	3459	8.9	-13.3169	-65.7	-211.358	194.438	161.499	0.0	-76.9281	0.4465E-3
67	Line 25131	3443	9.665	-13.3169	-65.7	-211.358	194.438	161.499	0.0	-76.9281	0.4465E-3
68	Line 25131	3511	8.9	-7.74887	-65.7	-238.888	39.4352	-274.325	0.0	-62.083	-0.599618E-3
69	Line 25131	3499	9.665	-7.74887	-65.7	-238.888	39.4352	-274.325	0.0	-62.083	-0.599618E-3
70	Line 25134	3784	8.9	26.534	-65.7	-107.859	-183.272	83.6022	0.0	-26.4486	-0.137432E-3
71	Line 25134	3741	8.9	24.2119	-65.7	-89.7006	-158.056	54.1224	0.0	-20.8399	-0.157784E-3
72	Line 25134	3778	9.665	24.2119	-65.7	-89.7006	-158.056	54.1224	0.0	-20.8399	-0.157784E-3
73	Line 25134	3821	9.665	26.534	-65.7	-107.859	-183.272	83.6022	0.0	-26.4486	-0.137432E-3
74	Line 25135	3801	8.9	28.1214	-65.7	-104.556	-173.336	97.9059	0.0	-20.7063	-0.229099E-3
75	Line 25135	3784	8.9	26.534	-65.7	-107.859	-183.272	83.6022	0.0	-26.4486	-0.137432E-3
76	Line 25135	3821	9.665	26.534	-65.7	-107.859	-183.272	83.6022	0.0	-26.4486	-0.137432E-3
77	Line 25135	3850	9.665	28.1214	-65.7	-104.556	-173.336	97.9059	0.0	-20.7063	-0.229099E-3
78	Line 25136	3843	8.9	30.3724	-65.7	-114.226	-181.185	143.748	0.0	-14.2044	-0.525737E-3
79	Line 25136	3801	8.9	28.1214	-65.7	-104.556	-173.336	97.9059	0.0	-20.7063	-0.229099E-3
80	Line 25136	3850	9.665	28.1214	-65.7	-104.556	-173.336	97.9059	0.0	-20.7063	-0.229099E-3
81	Line 25136	3882	9.665	30.3724	-65.7	-114.226	-181.185	143.748	0.0	-14.2044	-0.525737E-3
82	Line 25139	3741	8.9	24.2119	-65.7	-89.7006	-158.056	54.1224	0.0	-20.8399	-0.157784E-3
83	Line 25139	3721	8.9	23.1855	-65.7	-88.179	-158.503	39.8217	0.0	-10.8837	45.3294E-6
84	Line 25139	3760	9.665	23.1855	-65.7	-88.179	-158.503	39.8217	0.0	-10.8837	45.3294E-6
85	Line 25139	3778	9.665	24.2119	-65.7	-89.7006	-158.056	54.1224	0.0	-20.8399	-0.157784E-3
86	Line 25142	3686	8.9	20.819	-65.7	-116.628	-214.925	2.21734	0.0	-48.8177	-0.183637E-3
87	Line 25142	3655	8.9	18.3371	-65.7	-172.897	-340.122	-332.896	0.0	-3.17371	-3.62389E-3
88	Line 25142	3676	9.665	18.3371	-65.7	-172.897	-340.122	-332.896	0.0	-3.17371	-3.62389E-3
89	Line 25142	3713	9.665	20.819	-65.7	-116.628	-214.925	2.21734	0.0	-48.8177	-0.183637E-3
90	Line 25143	3721	8.9	23.1855	-65.7	-88.179	-158.503	39.8217	0.0	-10.8837	45.3294E-6
91	Line 25143	3686	8.9	20.819	-65.7	-116.628	-214.925	2.21734	0.0	-48.8177	-0.183637E-3
92	Line 25143	3713	9.665	20.819	-65.7	-116.628	-214.925	2.21734	0.0	-48.8177	-0.183637E-3
93	Line 25143	3760	9.665	23.1855	-65.7	-88.179	-158.503	39.8217	0.0	-10.8837	45.3294E-6
94	Line 25144	3288	8.9	-155.08	-65.7	-70.0103	-126.55	90.732	0.0	-4.7993	-0.695522E-3
95	Line 25144	3247	9.665	-155.08	-65.7	-70.0103	-126.55	90.732	0.0	-4.7993	-0.695522E-3
96	Line 25144	3259	8.9	-153.479	-65.7	-137.215	-240.497	186.811	0.0	5.6481	-0.807788E-3
97	Line 25144	3218	9.665	-153.479	-65.7	-137.215	-240.497	186.811	0.0	5.6481	-0.807788E-3
98	Line 25144	3232	8.9	-151.879	-65.7	-132.574	-241.327	219.086	0.0	-0.787781	0.359777E-3
99	Line 25144	3196	9.665	-151.879	-65.7	-132.574	-241.327	219.086	0.0	-0.787781	0.359777E-3
100	Line 25145	3232	8.9	-151.879	-65.7	-132.574	-241.327	219.086	0.0	-0.787781	0.359777E-3
101	Line 25145	3177	8.9	-146.948	-65.7	-341.288	-493.362	812.278	0.0	69.8994	-1.68593E-3
102	Line 25145	3196	9.665	-151.879	-65.7	-132.574	-241.327	219.086	0.0	-0.787781	0.359777E-3
103	Line 25145	3129	8.9	-142.018	-65.7	-94.1494	-122.05	375.991	0.0	58.2449	-0.58544E-3
104	Line 25145	3142	9.665	-146.948	-65.7	-341.288	-493.362	812.278	0.0	69.8994	-1.68593E-3
105	Line 25145	3097	9.665	-142.018	-65.7	-94.1494	-122.05	375.991	0.0	58.2449	-0.58544E-3
106	Line 25148	3308	8.9	-156.815	-65.7	-84.3122	-151.952	106.169	0.0	-14.0162	-0.756403E-3
107	Line 25148	3288	8.9	-155.08	-65.7	-70.0103	-126.55	90.732	0.0	-4.7993	-0.695522E-3
108	Line 25148	3280	9.665	-156.815	-65.7	-84.3122	-151.952	106.169	0.0	-14.0162	-0.756403E-3
109	Line 25148	3247	9.665	-155.08	-65.7	-70.0103	-126.55	90.732	0.0	-4.7993	-0.695522E-3
110	Line 25151	3388	8.9	-160.983	-65.7	-50.1673	-76.1268	58.7798	0.0	-10.87	-0.598989E-3
111	Line 25151	3347	8.9	-159.181	-65.7	-85.1577	-142.816	104.267	0.0	-34.9379	-0.601053E-3
112	Line 25151	3353	9.665	-160.983	-65.7	-50.1673	-76.1268	58.7798	0.0	-10.87	-0.598989E-3
113	Line 25151	3321	9.665	-159.181	-65.7	-85.1577	-142.816	104.267	0.0	-34.9379	-0.601053E-3
114	Line 25152	3347	8.9	-159.181	-65.7	-85.1577	-142.816	104.267	0.0	-34.9379	-0.601053E-3
115	Line 25152	3308	8.9	-156.815	-65.7	-84.3122	-151.952	106.169	0.0	-14.0162	-0.756403E-3
116	Line 25152	3321	9.665	-159.181	-65.7	-85.1577	-142.816	104.267	0.0	-34.9379	-0.601053E-3
117	Line 25152	3280	9.665	-156.815	-65.7	-84.3122	-151.952	106.169	0.0	-14.0162	-0.756403E-3
118	Line 25153	3926	8.9	142.018	-65.7	-113.978	214.642	339.07	0.0	39.0692	1.28357E-3
119	Line 25153	3868	8.9	147.44	-65.7	-137.086	278.565	353.662	0.0	-23.8424	1.37627E-3
120	Line 25153	3952	9.665	142.018	-65.7	-113.978	214.642	339.07	0.0	39.0692	1.28357E-3
121	Line 25153	3908	9.665	147.44	-65.7	-137.086	278.565	353.662	0.0	-23.8424	1.37627E-3
122	Line 25154	3868	8.9	147.44	-65.7	-137.086	278.565	353.662	0.0	-23.8424	1.37627E-3
123	Line 25154	3836	8.9	149.628	-65.7	-91.8891	183.246	173.329	0.0	-16.5585	59.8464E-6
124	Line 25154	3908	9.665	147.44	-65.7	-137.086	278.565	353.662	0.0	-23.8424	1.37627E-3
125	Line 25154	3876	9.665	149.628	-65.7	-91.8891	183.246	173.329	0.0	-16.5585	59.8464E-6
126	Line 25157	3399	8.9	-161.663	-65.7	-114.791	-163.746	132.18	0.0	-8.06089	-1.16708E-3
127	Line 25157	3388	8.9	-160.983	-65.7	-50.1673	-76.1268	58.7798	0.0	-10.87	-0.598989E-3
128	Line 25157	3370	9.665	-161.663	-65.7	-114.791	-163.746	132.18	0.0	-8.06089	-1.16708E-3
129	Line 25157	3353	9.665	-160.983	-65.7	-50.1673	-76.1268	58.7798	0.0	-10.87	-0.598989E-3
130	Line 25160	3452	8.9	-166.683	-65.7	-212.607	-191.59	129.995	0.0	-72.5331	-0.336276E-3
131	Line 25160	3399	8.9	-161.663	-65.7	-114.791	-163.746	132.18	0.0	-8.06089	-1.16708E-3
132	Line 25160	3438	9.665	-166.683	-65.7	-212.607	-191.59	129.995	0.0	-72.5331	-0.336276E-3
133	Line 25160	3370	9.665	-161.663	-65.7	-114.791	-163.746	132.18	0.0	-8.06089	-1.16708E-3
134	Line 25161	3502	8.9	-172.251	-65.7	-212.771	-32.8054	-545.369	0.0	-11.2428	-2.78361E-3
135	Line 25161	3452	8.9	-166.683	-65.7	-212.607	-191.59	129.995	0.0	-72.5331	-0.336276E-3
136	Line 25161	3494	9.665	-172.251	-65.7	-212.771	-32.8054	-545.369	0.0	-11.2428	-2.78361E-3
137	Line 25161	3438	9.665	-166.683	-65.7	-212.607	-191.59	129.995	0.0	-72.5331	-0.336276E-3
138	Line 25164	3783	8.9	153.466	-65.7	-90.1168	183.417	133.792	0.0	-29.774	0.149254E-3
139	Line 25164	3734	8.9	155.788	-65.7	-74.822	159.821	103.571	0.0	-22.4757	0.192851E-3
140	Line 25164	3815	9.665	153.466	-65.7	-90.1168	183.417	133.792	0.0	-29.774	0.149254E-3
141	Line 25164	3773	9.665	155.788	-65.7	-74.822	159.821	103.571	0.0	-22.4757	0.192851E-3
142	Line 25167	3836	8.9	149.628	-65.7	-91.8891	183.246	173.329	0.0	-16.5585	59.8464E-6
143	Line 25167	3799	8.9	151.879	-65.7	-87.4782	174.459	141.659	0.0	-20.6218	0.27632E-3
144	Line 25167	3876	9.665	149.628	-65.7	-91.8891	183.246	173.329	0.0	-16.5585	59.8464E-6
145	Line 25167	3849	9.665	151.879	-65.7	-87.4782	174.459	141.659	0.0	-20.6218	0.27632E-3
146	Line 25168	3799	8.9	151.879	-65.7	-87.4782	174.459	141.659	0.0	-20.6218	0.27632E-3
147	Line 25168	3783	8.9	153.466	-65.7	-90.1168	183.417	133.792	0.0	-29.774	0.149254E-3
148	Line 25168	3849	9.665	151.879	-65.7	-87.4782	174.459	141.659	0.0	-20.6218	0.27632E-3
149	Line 25168	3815	9.665	153.466	-65.7	-90.1168	183.417	133.792	0.0	-29.774	0.149254E-3
150	Line 25169	3734	8.9	155.788	-65.7	-74.822	159.821	103.571	0.0	-22.4757	0.192851E-3
151	Line 25169	3720	8.9	156.815	-65.7	-74.4656	161.547	91.9831	0.0	-15.778	-58.9997E-6
152	Line 25169	3773	9.665	155.788	-65.7	-74.822	159.821	103.571	0.0	-22.4757	0.192851E-3
153	Line 25169	3756	9.665	156.815	-65.7	-74.4656	161.547	91.9831	0.0	-15.778	-58.9997E-6
154	Line 25170	3720	8.9	156.815	-65.7	-74.4656	161.547	91.9831	0.0	-15.778	-58.9997E-6
155	Line 25170	3685	8.9	159.181	-65.7	-101.63	225.311	77.2933	0.0	-59.1922	0.599905E-3
156	Line 25170	3756	9.665	156.815	-65.7	-74.4656	161.547	91.9831	0.0	-15.778	-58.9997E-6
157	Line 25170	3707	9.665	159.181	-65.7	-101.63	225.311	77.2933	0.0	-59.1922	0.599905E-3
158	Line 25171	3685	8.9	159.181	-65.7	-101.63	225.311	77.2933	0.0	-59.1922	0.599905E-3
159	Line 25171	3646	8.9	161.663	-65.7	-167.672	373.245	-139.468	0.0	-31.6241	-0.241612E-3
160	Line 25171	3707	9.665	159.181	-65.7	-101.63	225.311	77.2933	0.0	-59.1922	0.599905E-3
161	Line 25171	3668	9.665	161.663	-65.7	-167.672	373.245	-139.468	0.0	-31.6241	-0.241612E-3
162	Line 25206	2993	8.9	-62.318	-65.7	-25.3941	-60.7681	299.383	0.0	90.0743	61.2464E-6
163	Line 25206	2953	9.665	-62.318	-65.7	-25.3941	-60.7681	299.383	0.0	90.0743	61.2464E-6
164	Line 25206	3017	8.9	-56.769	-65.7	-54.3446	-118.793	627.598	0.0	173.712	1.74442E-3
165	Line 25206	2984	9.665	-56.769	-65.7	-54.3446	-118.793	627.598	0.0	173.712	1.74442E-3
166	Line 25206	3037	8.9	-51.2201	-65.7	-2.87952	-129.791	603.9	0.0	188.261	1.52355E-3
167	Line 25206	3066	8.9	-45.6711	-65.7	82.5324	-111.516	627.397	0.0	153.662	-1.02903E-3
168	Line 25206	3013	9.665	-51.2201	-65.7	-2.87952	-129.791	603.9	0.0	188.261	1.52355E-3
169	Line 25206	3042	9.665	-45.6711	-65.7	82.5324	-111.516	627.397	0.0	153.662	-1.02903E-3
170	Line 25206	3112	8.9	-40.1221	-65.7	8.93233	33.5731	281.96	0.0	18.5085	-0.164643E-3
171	Line 25206	3079	9.665	-40.1221	-65.7	8.93233	33.5731	281.96	0.0	18.5085	-0.164643E-3
172	Line 25207	3112	8.9	-40.1221	-65.7	8.93233	33.5731	281.96	0.0	18.5085	-0.164643E-3
173	Line 25207	3079	9.665	-40.1221	-65.7	8.93233	33.5731	281.96	0.0	18.5085	-0.164643E-3
174	Line 25207	3131	8.9	-37.9822	-65.7	-56.1665	126.978	331.283	0.0	51.0047	0.24168E-3
175	Line 25207	3102	9.665	-37.9822	-65.7	-56.1665	126.978	331.283	0.0	51.0047	0.24168E-3
176	Line 25208	3942	8.9	40.1221	-65.7	-57.4527	-105.747	261.113	0.0	-7.73641	-75.9278E-6
177	Line 25208	3979	9.665	40.1221	-65.7	-57.4527	-105.747	261.113	0.0	-7.73641	-75.9278E-6
178	Line 25208	3987	8.9	45.6711	-65.7	-43.6942	-125.592	523.304	0.0	35.1941	-1.10486E-3
179	Line 25208	4012	9.665	45.6711	-65.7	-43.6942	-125.592	523.304	0.0	35.1941	-1.10486E-3
180	Line 25208	4015	8.9	51.2201	-65.7	-37.8243	-132.596	459.843	0.0	32.0823	-1.10202E-3
181	Line 25208	4042	9.665	51.2201	-65.7	-37.8243	-132.596	459.843	0.0	32.0823	-1.10202E-3
182	Line 25208	4059	8.9	62.318	-65.7	19.0045	-79.3138	151.293	0.0	13.9691	59.3263E-6
183	Line 25208	4038	8.9	56.769	-65.7	-20.0425	-147.96	425.741	0.0	-14.9763	-7.62333E-3
184	Line 25208	4071	9.665	56.769	-65.7	-20.0425	-147.96	425.741	0.0	-14.9763	-7.62333E-3
185	Line 25208	4104	9.665	62.318	-65.7	19.0045	-79.3138	151.293	0.0	13.9691	59.3263E-6
186	Line 25209	3942	8.9	40.1221	-65.7	-57.4527	-105.747	261.113	0.0	-7.73641	-75.9278E-6
187	Line 25209	3927	8.9	37.9822	-65.7	-131.528	-197.787	331.51	0.0	27.7601	-1.45137E-3
188	Line 25209	3960	9.665	37.9822	-65.7	-131.528	-197.787	331.51	0.0	27.7601	-1.45137E-3
189	Line 25209	3979	9.665	40.1221	-65.7	-57.4527	-105.747	261.113	0.0	-7.73641	-75.9278E-6
190	Line 25210	3111	8.9	-139.878	-65.7	-27.6072	-28.8038	323.746	0.0	19.6592	0.22723E-3
191	Line 25210	3075	9.665	-139.878	-65.7	-27.6072	-28.8038	323.746	0.0	19.6592	0.22723E-3
192	Line 25210	3064	8.9	-134.329	-65.7	20.3285	130.777	725.397	0.0	142.913	-0.438199E-3
193	Line 25210	3040	9.665	-134.329	-65.7	20.3285	130.777	725.397	0.0	142.913	-0.438199E-3
194	Line 25210	3016	8.9	-123.231	-65.7	-18.4331	126.316	718.691	0.0	87.166	-2.01234E-3
195	Line 25210	3036	8.9	-128.78	-65.7	19.4866	150.771	710.349	0.0	108.56	-0.988319E-3
196	Line 25210	3010	9.665	-128.78	-65.7	19.4866	150.771	710.349	0.0	108.56	-0.988319E-3
197	Line 25210	2992	8.9	-117.682	-65.7	-20.1387	54.3963	331.698	0.0	56.769	-11.6902E-6
198	Line 25210	2981	9.665	-123.231	-65.7	-18.4331	126.316	718.691	0.0	87.166	-2.01234E-3
199	Line 25210	2947	9.665	-117.682	-65.7	-20.1387	54.3963	331.698	0.0	56.769	-11.6902E-6
200	Line 25211	3129	8.9	-142.018	-65.7	-94.1494	-122.05	375.991	0.0	58.2449	-0.58544E-3
201	Line 25211	3111	8.9	-139.878	-65.7	-27.6072	-28.8038	323.746	0.0	19.6592	0.22723E-3
202	Line 25211	3097	9.665	-142.018	-65.7	-94.1494	-122.05	375.991	0.0	58.2449	-0.58544E-3
203	Line 25211	3075	9.665	-139.878	-65.7	-27.6072	-28.8038	323.746	0.0	19.6592	0.22723E-3
