Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	26/11/19
8	Time	11:49
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Cylindrical
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
138:Seismic 1 - Results - 25:Increment 25
 
	Feature	Node	X	Y	Z	Nt[kN/m]	Nz[kN/m]	Ntz[kN/m]	Mt[kN.m/m]	Mz[kN.m/m]	Mtz[kN.m/m]	St[kN/m]	Sz[kN/m]
17	Surface 2	27854	9.665	18.3371	-1.84	-683.639	-53.0029	6.84267	14.8898	7.20025	2.67269	-6.12911	-3.45105
18	Surface 2	28060	9.665	4.20989E-15	-0.92	-591.483	-26.7421	2.27252	19.8232	3.5424	6.48057E-3	-0.386342	-3.31103
19	Surface 2	28064	9.665	6.11242	-0.92	-591.84	-26.4973	0.113658	19.437	3.53555	0.850001	-1.56814	-3.34063
20	Surface 2	28068	9.665	12.2246	-0.92	-591.399	-26.6592	0.284042	17.9641	3.48425	1.64978	-3.29505	-3.2787
21	Surface 2	28073	9.665	18.3371	-0.92	-592.027	-26.4658	6.1547	16.0951	3.46726	2.39482	-5.58419	-3.31054
22	Surface 2	28280	9.665	0.0	0.0	-503.545	-4.72009	1.72873	20.8492	1.73212	3.54546E-3	-0.301432	-2.76928
23	Surface 2	28284	9.665	6.11244	0.0	-501.687	-4.2936	0.0346131	20.4753	1.73569	0.748211	-3.98868	-2.83099
24	Surface 2	28287	9.665	12.2246	0.0	-503.292	-4.72465	0.152377	18.9755	1.71921	1.44843	-7.96014	-2.76648
25	Surface 2	28294	9.665	18.3371	0.0	-501.03	-4.17215	5.14896	17.1002	1.73909	2.11787	-12.0565	-2.85979
26	Surface 3	27135	9.665	18.3371	-4.6	-929.67	-135.06	5.97122	10.1423	9.34461	2.39979	-7.33623	4.38446
27	Surface 3	27142	9.665	20.819	-4.6	-930.714	-134.973	1.76792	8.80924	9.0739	2.67508	-6.29049	4.30941
28	Surface 3	27413	9.665	18.3371	-3.68	-854.586	-106.476	6.2182	12.1753	11.449	2.42806	-7.01179	1.17209
29	Surface 3	27420	9.665	20.819	-3.68	-855.662	-106.393	1.50394	10.7819	11.1903	2.70141	-6.09158	1.11269
30	Surface 3	27633	9.665	18.3371	-2.76	-772.202	-79.5613	6.58088	13.6917	10.4054	2.50993	-6.6098	-2.0627
31	Surface 3	27639	9.665	20.819	-2.76	-773.236	-79.4595	1.39295	12.2402	10.1744	2.78813	-5.82391	-2.1041
32	Surface 3	27854	9.665	18.3371	-1.84	-683.639	-53.0029	6.84267	14.8898	7.20025	2.67269	-6.12911	-3.45105
33	Surface 3	27860	9.665	20.819	-1.84	-684.546	-52.7333	1.31614	13.3838	7.01616	2.97015	-5.47294	-3.4706
34	Surface 3	28073	9.665	18.3371	-0.92	-592.027	-26.4658	6.1547	16.0951	3.46726	2.39482	-5.58419	-3.31054
35	Surface 3	28078	9.665	20.819	-0.92	-592.66	-26.2704	0.851785	14.5352	3.35639	2.66359	-5.06521	-3.30295
36	Surface 3	28294	9.665	18.3371	0.0	-501.03	-4.17215	5.14896	17.1002	1.73909	2.11787	-12.0565	-2.85979
37	Surface 3	28300	9.665	20.819	0.0	-498.345	-3.5877	0.274046	15.5568	1.6818	2.36776	-12.7122	-2.84563
38	Surface 12	27127	9.665	161.663	-4.6	-888.651	-140.034	0.426097	12.2104	8.99251	-2.4704	7.75895	4.37577
39	Surface 12	27139	9.665	159.181	-4.6	-890.45	-139.903	5.79143	10.4921	8.65975	-2.74294	6.9004	4.33758
40	Surface 12	27410	9.665	161.663	-3.68	-813.503	-109.63	-1.13049	14.2893	11.1485	-2.51451	7.44094	1.23418
41	Surface 12	27415	9.665	159.181	-3.68	-815.346	-109.534	4.52091	12.5032	10.8317	-2.78858	6.70797	1.20505
42	Surface 12	27630	9.665	161.663	-2.76	-730.881	-81.3676	-2.78855	15.8646	10.1998	-2.6223	7.03941	-1.94683
43	Surface 12	27635	9.665	159.181	-2.76	-732.696	-81.2747	3.11961	14.0126	9.9167	-2.9058	6.44073	-1.96363
44	Surface 12	27851	9.665	161.663	-1.84	-641.798	-53.8505	-4.36934	17.1332	7.10332	-2.82627	6.55055	-3.32052
45	Surface 12	27856	9.665	159.181	-1.84	-643.495	-53.6014	1.66341	15.2184	6.8767	-3.13558	6.0808	-3.32023
46	Surface 12	28071	9.665	161.663	-0.92	-549.289	-26.7503	-4.98699	18.4201	3.44832	-2.56019	5.98904	-3.22768
47	Surface 12	28076	9.665	159.181	-0.92	-550.705	-26.5769	0.605733	16.4425	3.31094	-2.84602	5.65311	-3.20364
48	Surface 12	28291	9.665	161.663	0.0	-456.939	-4.11449	-4.67661	19.4617	1.74393	-2.29978	13.0743	-2.81884
49	Surface 12	28296	9.665	159.181	0.0	-454.943	-3.53375	0.362514	17.5003	1.67131	-2.57432	14.0062	-2.78906
50	Surface 13	27108	9.665	-180.0	-4.6	-884.882	-140.772	-2.21628	16.3082	9.78012	-7.3911E-3	0.584634	4.59086
51	Surface 13	27116	9.665	173.888	-4.6	-885.661	-140.63	1.7576	15.9028	9.70016	-0.887618	2.09439	4.53563
52	Surface 13	27123	9.665	167.775	-4.6	-886.662	-140.44	3.52092	14.2925	9.39041	-1.71927	4.45399	4.52921
53	Surface 13	27127	9.665	161.663	-4.6	-888.651	-140.034	0.426097	12.2104	8.99251	-2.4704	7.75895	4.37577
54	Surface 13	27396	9.665	-180.0	-3.68	-809.613	-110.3	-2.39117	18.5546	11.8631	-9.76461E-3	0.526579	1.37364
55	Surface 13	27402	9.665	173.888	-3.68	-810.384	-110.16	1.37719	18.1303	11.791	-0.900127	2.03572	1.32562
56	Surface 13	27405	9.665	167.775	-3.68	-811.456	-109.992	2.76209	16.4522	11.5044	-1.74406	4.31438	1.34577
57	Surface 13	27410	9.665	161.663	-3.68	-813.503	-109.63	-1.13049	14.2893	11.1485	-2.51451	7.44094	1.23418
58	Surface 13	27617	9.665	-180.0	-2.76	-727.02	-82.0029	-2.57028	20.2844	10.7691	-0.0104694	0.465286	-1.90392
59	Surface 13	27622	9.665	173.888	-2.76	-727.752	-81.8423	0.975584	19.842	10.7109	-0.936054	1.95121	-1.94423
60	Surface 13	27626	9.665	167.775	-2.76	-728.848	-81.7113	1.95654	18.1016	10.4748	-1.81473	4.12243	-1.88741
61	Surface 13	27630	9.665	161.663	-2.76	-730.881	-81.3676	-2.78855	15.8646	10.1998	-2.6223	7.03941	-1.94683
62	Surface 13	27836	9.665	-180.0	-1.84	-638.412	-54.4409	-2.73072	21.6974	7.436	-5.93298E-3	0.400841	-3.37566
63	Surface 13	27842	9.665	173.888	-1.84	-639.005	-54.0892	0.62552	21.2394	7.40343	-1.00925	1.83827	-3.39813
64	Surface 13	27846	9.665	167.775	-1.84	-640.047	-54.2593	1.21221	19.4392	7.24699	-1.95744	3.87334	-3.31975
65	Surface 13	27851	9.665	161.663	-1.84	-641.798	-53.8505	-4.36934	17.1332	7.10332	-2.82627	6.55055	-3.32052
66	Surface 13	28057	9.665	-180.0	-0.92	-546.853	-27.0747	-2.32674	23.1357	3.54813	-1.99998E-3	0.310616	-3.23628
67	Surface 13	28061	9.665	173.888	-0.92	-547.376	-26.8197	0.325091	22.6622	3.54007	-0.912744	1.73247	-3.26695
68	Surface 13	28065	9.665	167.775	-0.92	-547.715	-26.987	0.588481	20.7963	3.47301	-1.77179	3.63084	-3.19549
69	Surface 13	28071	9.665	161.663	-0.92	-549.289	-26.7503	-4.98699	18.4201	3.44832	-2.56019	5.98904	-3.22768
70	Surface 13	28275	9.665	-180.0	0.0	-457.673	-4.70911	-1.76335	24.2036	1.74236	3.04808E-3	0.197896	-2.73741
71	Surface 13	28282	9.665	173.888	0.0	-455.94	-4.27216	0.159904	23.742	1.7458	-0.814795	4.38008	-2.80083
72	Surface 13	28286	9.665	167.775	0.0	-458.334	-4.70605	0.236723	21.8476	1.72353	-1.57804	8.74179	-2.72486
73	Surface 13	28291	9.665	161.663	0.0	-456.939	-4.11449	-4.67661	19.4617	1.74393	-2.29978	13.0743	-2.81884
74	Surface 14	27096	9.665	-172.251	-4.6	-885.481	-140.6	0.627557	15.5273	9.62945	1.08992	-3.4078	4.56261
75	Surface 14	27108	9.665	-180.0	-4.6	-884.882	-140.772	-2.21628	16.3082	9.78012	-7.3911E-3	0.584634	4.59086
76	Surface 14	27389	9.665	-172.251	-3.68	-810.24	-110.141	1.39418	17.7458	11.7272	1.10943	-3.26462	1.36206
77	Surface 14	27396	9.665	-180.0	-3.68	-809.613	-110.3	-2.39117	18.5546	11.8631	-9.76461E-3	0.526579	1.37364
78	Surface 14	27610	9.665	-172.251	-2.76	-727.65	-81.8852	2.1862	19.4509	10.664	1.15802	-3.0828	-1.89544
79	Surface 14	27617	9.665	-180.0	-2.76	-727.02	-82.0029	-2.57028	20.2844	10.7691	-0.0104694	0.465286	-1.90392
80	Surface 14	27830	9.665	-172.251	-1.84	-638.917	-54.3882	2.88883	20.8408	7.37841	1.25044	-2.86213	-3.3556
81	Surface 14	27836	9.665	-180.0	-1.84	-638.412	-54.4409	-2.73072	21.6974	7.436	-5.93298E-3	0.400841	-3.37566
82	Surface 14	28051	9.665	-172.251	-0.92	-547.187	-27.0625	2.76903	22.2503	3.53031	1.13483	-2.61625	-3.23195
83	Surface 14	28057	9.665	-180.0	-0.92	-546.853	-27.0747	-2.32674	23.1357	3.54813	-1.99998E-3	0.310616	-3.23628
84	Surface 14	28271	9.665	-172.251	0.0	-457.93	-4.70452	2.27292	23.3097	1.73861	1.01524	-5.788	-2.75049
85	Surface 14	28275	9.665	-180.0	0.0	-457.673	-4.70911	-1.76335	24.2036	1.74236	3.04808E-3	0.197896	-2.73741
86	Surface 15	27087	9.665	-166.683	-4.6	-887.436	-140.309	-3.16848	13.8534	9.30515	1.83627	-7.27813	4.50143
87	Surface 15	27096	9.665	-172.251	-4.6	-885.481	-140.6	0.627557	15.5273	9.62945	1.08992	-3.4078	4.56261
88	Surface 15	27383	9.665	-166.683	-3.68	-812.229	-109.856	-2.24728	16.0072	11.4269	1.86516	-6.93374	1.3267
89	Surface 15	27389	9.665	-172.251	-3.68	-810.24	-110.141	1.39418	17.7458	11.7272	1.10943	-3.26462	1.36206
90	Surface 15	27605	9.665	-166.683	-2.76	-729.586	-81.544	-1.23863	17.6524	10.4131	1.94246	-6.51252	-1.89604
91	Surface 15	27610	9.665	-172.251	-2.76	-727.65	-81.8852	2.1862	19.4509	10.664	1.15802	-3.0828	-1.89544
92	Surface 15	27823	9.665	-166.683	-1.84	-640.656	-53.9351	-0.309551	18.9873	7.21298	2.098	-6.00039	-3.3106
93	Surface 15	27830	9.665	-172.251	-1.84	-638.917	-54.3882	2.88883	20.8408	7.37841	1.25044	-2.86213	-3.3556
94	Surface 15	28043	9.665	-166.683	-0.92	-548.172	-26.7519	0.252279	20.3434	3.46722	1.90565	-5.46827	-3.19722
95	Surface 15	28051	9.665	-172.251	-0.92	-547.187	-27.0625	2.76903	22.2503	3.53031	1.13483	-2.61625	-3.23195
96	Surface 15	28265	9.665	-166.683	0.0	-456.622	-4.27629	0.354556	21.4145	1.73248	1.70484	-10.7563	-2.75687
97	Surface 15	28271	9.665	-172.251	0.0	-457.93	-4.70452	2.27292	23.3097	1.73861	1.01524	-5.788	-2.75049
98	Surface 17	27058	9.665	-159.181	-4.6	-890.767	-139.899	-6.74731	10.1522	8.59597	2.74875	-2.5459	4.36736
99	Surface 17	27069	9.665	-160.983	-4.6	-890.441	-139.987	-7.00834	11.1465	8.7816	2.53833	-4.34771	4.36791
100	Surface 17	27365	9.665	-159.181	-3.68	-815.675	-109.524	-5.5661	12.1669	10.7683	2.79491	-2.70509	1.2369
101	Surface 17	27372	9.665	-160.983	-3.68	-815.285	-109.58	-5.98405	13.1976	10.9383	2.58096	-4.34205	1.21733
102	Surface 17	27586	9.665	-159.181	-2.76	-733.039	-81.1921	-4.27966	13.6808	9.85668	2.91398	-2.82866	-1.92632
103	Surface 17	27591	9.665	-160.983	-2.76	-732.653	-81.2539	-4.84133	14.746	9.99839	2.69105	-4.28362	-1.96947
104	Surface 17	27807	9.665	-159.181	-1.84	-643.929	-53.4708	-2.87459	14.8951	6.8312	3.14466	-2.90129	-3.26899
105	Surface 17	27813	9.665	-160.983	-1.84	-643.316	-53.5288	-3.61466	15.9901	6.92399	2.90825	-4.16199	-3.34241
106	Surface 17	28026	9.665	-159.181	-0.92	-550.662	-26.4373	-1.63524	16.1185	3.2839	2.86052	-2.9283	-3.15244
107	Surface 17	28031	9.665	-160.983	-0.92	-550.723	-26.5907	-2.57438	17.2591	3.31759	2.64058	-3.98433	-3.24441
108	Surface 17	28245	9.665	-159.181	0.0	-454.549	-3.41461	-1.10103	17.1988	1.6565	2.58386	-11.7694	-2.74449
109	Surface 17	28253	9.665	-160.983	0.0	-452.897	-3.1608	-2.41231	18.3253	1.65352	2.42517	-12.047	-2.83883
110	Surface 24	27063	9.665	-20.819	-4.6	-930.923	-134.973	-0.912205	8.6566	9.0383	-2.68572	1.6796	4.32934
111	Surface 24	27071	9.665	-19.0166	-4.6	-931.075	-135.001	-0.0707629	9.42614	9.19134	-2.48491	3.62795	4.30057
112	Surface 24	27370	9.665	-20.819	-3.68	-855.881	-106.383	-0.536007	10.631	11.1512	-2.71111	1.83507	1.13465
113	Surface 24	27375	9.665	-19.0166	-3.68	-855.977	-106.402	0.343228	11.4331	11.292	-2.50646	3.61803	1.09296
114	Surface 24	27589	9.665	-20.819	-2.76	-773.472	-79.3767	-0.289273	12.0918	10.1334	-2.79738	1.95981	-2.07687
115	Surface 24	27594	9.665	-19.0166	-2.76	-773.579	-79.416	0.616211	12.9246	10.2511	-2.58421	3.56087	-2.13438
116	Surface 24	27810	9.665	-20.819	-1.84	-684.885	-52.6037	-0.141718	13.242	6.98302	-2.97687	2.04183	-3.4291
117	Surface 24	27814	9.665	-19.0166	-1.84	-684.772	-52.6479	0.821571	14.101	7.06023	-2.7513	3.44852	-3.50804
118	Surface 24	28029	9.665	-20.819	-0.92	-592.558	-26.1314	0.159284	14.3923	3.33575	-2.67227	2.08704	-3.25848
119	Surface 24	28036	9.665	-19.0166	-0.92	-593.105	-26.2707	1.19507	15.2909	3.36507	-2.46487	3.28958	-3.34769
120	Surface 24	28248	9.665	-20.819	0.0	-497.955	-3.47515	0.454195	15.4353	1.6708	-2.37093	10.1847	-2.80525
121	Surface 24	28255	9.665	-19.0166	0.0	-496.788	-3.2078	1.80522	16.3206	1.67043	-2.21684	10.6506	-2.89328
122	Surface 26	27090	9.665	-13.3169	-4.6	-929.215	-135.17	-1.7279	11.4915	9.61298	-1.78276	6.97916	4.46043
123	Surface 26	27104	9.665	-7.74887	-4.6	-927.963	-135.357	-3.34624	12.754	9.87376	-1.05876	3.20217	4.50683
124	Surface 26	27388	9.665	-13.3169	-3.68	-854.09	-106.586	-1.64765	13.5901	11.6876	-1.79835	6.63047	1.22603
125	Surface 26	27394	9.665	-7.74887	-3.68	-852.818	-106.806	-3.54881	14.9104	11.9308	-1.07005	3.05722	1.25171
126	Surface 26	27606	9.665	-13.3169	-2.76	-771.704	-79.6561	-1.66892	15.1673	10.5869	-1.85372	6.2104	-2.03785
127	Surface 26	27612	9.665	-7.74887	-2.76	-770.499	-79.9599	-3.78326	16.5406	10.7903	-1.1051	2.87659	-2.04076
128	Surface 26	27827	9.665	-13.3169	-1.84	-683.313	-53.0311	-1.601	16.4227	7.29178	-1.9745	5.70729	-3.45298
129	Surface 26	27833	9.665	-7.74887	-1.84	-682.31	-53.4653	-3.92043	17.8438	7.42412	-1.17643	2.66098	-3.49435
130	Surface 26	28046	9.665	-13.3169	-0.92	-591.743	-26.4341	-1.18006	17.687	3.48146	-1.77078	5.18881	-3.28348
131	Surface 26	28053	9.665	-7.74887	-0.92	-591.471	-26.7353	-3.25175	19.1545	3.53015	-1.05461	2.42251	-3.30987
132	Surface 26	28268	9.665	-13.3169	0.0	-501.533	-4.30954	-0.762144	18.7176	1.72811	-1.55816	9.9724	-2.8003
133	Surface 26	28272	9.665	-7.74887	0.0	-503.481	-4.72063	-2.46937	20.1726	1.73068	-0.928211	5.29868	-2.78429
134	Surface 27	27104	9.665	-7.74887	-4.6	-927.963	-135.357	-3.34624	12.754	9.87376	-1.05876	3.20217	4.50683
135	Surface 27	27114	9.665	7.01648E-15	-4.6	-927.706	-135.465	2.04817	13.3301	9.99296	3.92176E-3	-0.663043	4.52831
136	Surface 27	27394	9.665	-7.74887	-3.68	-852.818	-106.806	-3.54881	14.9104	11.9308	-1.07005	3.05722	1.25171
137	Surface 27	27400	9.665	4.20989E-15	-3.68	-852.539	-106.921	2.25514	15.5116	12.0392	7.49236E-3	-0.604119	1.2595
138	Surface 27	27612	9.665	-7.74887	-2.76	-770.499	-79.9599	-3.78326	16.5406	10.7903	-1.1051	2.87659	-2.04076
139	Surface 27	27619	9.665	1.4033E-15	-2.76	-770.222	-80.0518	2.46322	17.1638	10.8739	9.96668E-3	-0.541933	-2.04962
140	Surface 27	27833	9.665	-7.74887	-1.84	-682.31	-53.4653	-3.92043	17.8438	7.42412	-1.17643	2.66098	-3.49435
141	Surface 27	27840	9.665	1.4033E-15	-1.84	-682.158	-53.5041	2.64848	18.4874	7.4684	8.15458E-3	-0.476773	-3.51157
142	Surface 27	28053	9.665	-7.74887	-0.92	-591.471	-26.7353	-3.25175	19.1545	3.53015	-1.05461	2.42251	-3.30987
143	Surface 27	28060	9.665	4.20989E-15	-0.92	-591.483	-26.7421	2.27252	19.8232	3.5424	6.48057E-3	-0.386342	-3.31103
144	Surface 27	28272	9.665	-7.74887	0.0	-503.481	-4.72063	-2.46937	20.1726	1.73068	-0.928211	5.29868	-2.78429
145	Surface 27	28280	9.665	0.0	0.0	-503.545	-4.72009	1.72873	20.8492	1.73212	3.54546E-3	-0.301432	-2.76928
146	Surface 30	25876	9.665	7.01648E-15	-9.9	-1.3762E3	-303.568	3.44874	-10.2414	-55.7602	0.0228	-1.04303	30.2047
147	Surface 30	25882	9.665	6.11244	-9.9	-1.37642E3	-303.405	1.54382	-10.4677	-55.8123	0.903126	-2.19254	30.1393
148	Surface 30	25889	9.665	12.2246	-9.9	-1.37645E3	-303.438	3.09442	-11.3217	-56.0181	1.74677	-4.77511	30.1512
149	Surface 30	25897	9.665	18.3371	-9.9	-1.37674E3	-303.186	12.2466	-12.4615	-56.2789	2.56288	-9.01855	30.0129
150	Surface 30	26164	9.665	7.01648E-15	-8.84	-1.25527E3	-269.284	2.63379	-3.25732	-33.2513	0.012054	-0.939768	23.5151
151	Surface 30	26168	9.665	6.11242	-8.84	-1.25563E3	-269.124	1.29978	-3.50259	-33.3084	0.889756	-2.1002	23.4576
152	Surface 30	26171	9.665	12.2246	-8.84	-1.25566E3	-269.12	2.60104	-4.43676	-33.5236	1.72411	-4.55556	23.4468
153	Surface 30	26177	9.665	18.3371	-8.84	-1.25617E3	-268.862	9.67844	-5.67051	-33.8029	2.5099	-8.50775	23.3136
154	Surface 30	26384	9.665	7.01648E-15	-7.78	-1.16378E3	-235.523	2.09313	2.76209	-13.7001	4.07362E-3	-0.859877	15.0362
155	Surface 30	26387	9.665	6.11241	-7.78	-1.16427E3	-235.377	1.0284	2.49695	-13.7625	0.878211	-2.04816	14.9848
156	Surface 30	26392	9.665	12.2246	-7.78	-1.16433E3	-235.329	2.05795	1.48268	-13.9909	1.70375	-4.42384	14.9576
157	Surface 30	26396	9.665	18.3371	-7.78	-1.16505E3	-235.077	7.66524	0.153716	-14.292	2.46541	-8.16879	14.8279
158	Surface 30	26604	9.665	7.01648E-15	-6.72	-1.08443E3	-201.89	1.90504	7.08608	-1.85975	1.11658E-3	-0.792236	8.95419
159	Surface 30	26608	9.665	6.11241	-6.72	-1.085E3	-201.762	0.792707	6.79997	-1.92694	0.867376	-2.01245	8.9056
160	Surface 30	26612	9.665	12.2246	-6.72	-1.0851E3	-201.691	1.58862	5.70507	-2.17002	1.68378	-4.32747	8.87539
161	Surface 30	26618	9.665	18.3371	-6.72	-1.08599E3	-201.459	6.56375	4.27929	-2.49224	2.43117	-7.90101	8.74947
162	Surface 30	26822	9.665	7.01648E-15	-5.66	-1.00746E3	-168.292	1.91701	10.4347	5.27819	1.42208E-3	-0.727992	6.15299
163	Surface 30	26827	9.665	6.11242	-5.66	-1.00807E3	-168.182	0.608687	10.1275	5.20844	0.857891	-1.97632	6.10687
164	Surface 30	26832	9.665	12.2246	-5.66	-1.00824E3	-168.094	1.21921	8.95366	4.9554	1.66586	-4.231	6.0852
165	Surface 30	26838	9.665	18.3371	-5.66	-1.00924E3	-167.886	6.04916	7.43275	4.62171	2.40598	-7.63748	5.96937
166	Surface 30	27114	9.665	7.01648E-15	-4.6	-927.706	-135.465	2.04817	13.3301	9.99296	3.92176E-3	-0.663043	4.52831
167	Surface 30	27118	9.665	6.11244	-4.6	-928.337	-135.362	0.485968	13.0027	9.92465	0.853968	-1.92801	4.48565
168	Surface 30	27124	9.665	12.2246	-4.6	-928.579	-135.258	0.967764	11.7535	9.67178	1.65836	-4.11026	4.48136
169	Surface 30	27135	9.665	18.3371	-4.6	-929.67	-135.06	5.97122	10.1423	9.34461	2.39979	-7.33623	4.38446
170	Surface 31	25897	9.665	18.3371	-9.9	-1.37674E3	-303.186	12.2466	-12.4615	-56.2789	2.56288	-9.01855	30.0129
