Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:49
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
160:Disproportional Collapse T1 Column1 - Results - 25:Increment 25
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
19	Line 25109	3550	8.9	-180.0	-65.7	-209.807	105.029	-979.205	0.0	-5.21304	0.519663E-3
20	Line 25109	3587	9.665	173.888	-65.7	-419.634	498.178	-1.81424E3	0.0	-76.7655	-2.30499E-3
21	Line 25109	3547	9.665	-180.0	-65.7	-209.807	105.029	-979.205	0.0	-5.21304	0.519663E-3
22	Line 25110	3550	8.9	-180.0	-65.7	-209.807	105.029	-979.205	0.0	-5.21304	0.519663E-3
23	Line 25110	3502	8.9	-172.251	-65.7	-210.13	-42.6546	-549.841	0.0	-14.009	-2.77156E-3
24	Line 25110	3547	9.665	-180.0	-65.7	-209.807	105.029	-979.205	0.0	-5.21304	0.519663E-3
25	Line 25110	3494	9.665	-172.251	-65.7	-210.13	-42.6546	-549.841	0.0	-14.009	-2.77156E-3
26	Line 25114	3131	8.9	-37.9822	-65.7	-65.8294	124.497	330.506	0.0	51.0939	0.120492E-3
27	Line 25114	3102	9.665	-37.9822	-65.7	-65.8294	124.497	330.506	0.0	51.0939	0.120492E-3
28	Line 25114	3178	8.9	-33.0518	-65.7	-249.637	489.211	797.29	0.0	28.4606	1.30222E-3
29	Line 25114	3233	8.9	-28.1214	-65.7	-112.563	240.331	214.711	0.0	-17.836	-68.0946E-6
30	Line 25114	3144	9.665	-33.0518	-65.7	-249.637	489.211	797.29	0.0	28.4606	1.30222E-3
31	Line 25114	3201	9.665	-28.1214	-65.7	-112.563	240.331	214.711	0.0	-17.836	-68.0946E-6
32	Line 25115	3233	8.9	-28.1214	-65.7	-112.563	240.331	214.711	0.0	-17.836	-68.0946E-6
33	Line 25115	3201	9.665	-28.1214	-65.7	-112.563	240.331	214.711	0.0	-17.836	-68.0946E-6
34	Line 25115	3295	8.9	-24.9197	-65.7	-65.4386	125.294	92.3768	0.0	-16.85	0.125652E-3
35	Line 25115	3260	8.9	-26.5207	-65.7	-122.984	238.524	187.309	0.0	-13.4962	0.318263E-3
36	Line 25115	3220	9.665	-26.5207	-65.7	-122.984	238.524	187.309	0.0	-13.4962	0.318263E-3
37	Line 25115	3255	9.665	-24.9197	-65.7	-65.4386	125.294	92.3768	0.0	-16.85	0.125652E-3
38	Line 25118	3295	8.9	-24.9197	-65.7	-65.4386	125.294	92.3768	0.0	-16.85	0.125652E-3
39	Line 25118	3255	9.665	-24.9197	-65.7	-65.4386	125.294	92.3768	0.0	-16.85	0.125652E-3
40	Line 25118	3309	8.9	-23.1855	-65.7	-82.2038	149.837	105.1	0.0	-20.402	0.324972E-3
41	Line 25118	3284	9.665	-23.1855	-65.7	-82.2038	149.837	105.1	0.0	-20.402	0.324972E-3
42	Line 25119	3309	8.9	-23.1855	-65.7	-82.2038	149.837	105.1	0.0	-20.402	0.324972E-3
43	Line 25119	3284	9.665	-23.1855	-65.7	-82.2038	149.837	105.1	0.0	-20.402	0.324972E-3
44	Line 25119	3348	8.9	-20.819	-65.7	-84.5348	140.594	101.812	0.0	-34.8977	0.376823E-3
45	Line 25119	3329	9.665	-20.819	-65.7	-84.5348	140.594	101.812	0.0	-34.8977	0.376823E-3
46	Line 25120	3348	8.9	-20.819	-65.7	-84.5348	140.594	101.812	0.0	-34.8977	0.376823E-3
47	Line 25120	3329	9.665	-20.819	-65.7	-84.5348	140.594	101.812	0.0	-34.8977	0.376823E-3
48	Line 25120	3395	8.9	-19.0166	-65.7	-49.6827	74.677	59.8714	0.0	-9.54905	0.251526E-3
49	Line 25120	3355	9.665	-19.0166	-65.7	-49.6827	74.677	59.8714	0.0	-9.54905	0.251526E-3
50	Line 25123	3869	8.9	32.5601	-65.7	-161.123	-260.167	340.192	0.0	-13.8584	-0.861657E-3
51	Line 25123	3843	8.9	30.3724	-65.7	-108.251	-175.546	164.764	0.0	-7.13432	-0.671906E-3
52	Line 25123	3882	9.665	30.3724	-65.7	-108.251	-175.546	164.764	0.0	-7.13432	-0.671906E-3
53	Line 25123	3911	9.665	32.5601	-65.7	-161.123	-260.167	340.192	0.0	-13.8584	-0.861657E-3
54	Line 25124	3927	8.9	37.9822	-65.7	-118.924	-191.735	342.009	0.0	34.1446	-1.8062E-3
55	Line 25124	3869	8.9	32.5601	-65.7	-161.123	-260.167	340.192	0.0	-13.8584	-0.861657E-3
56	Line 25124	3911	9.665	32.5601	-65.7	-161.123	-260.167	340.192	0.0	-13.8584	-0.861657E-3
57	Line 25124	3960	9.665	37.9822	-65.7	-118.924	-191.735	342.009	0.0	34.1446	-1.8062E-3
58	Line 25127	3395	8.9	-19.0166	-65.7	-49.6827	74.677	59.8714	0.0	-9.54905	0.251526E-3
59	Line 25127	3355	9.665	-19.0166	-65.7	-49.6827	74.677	59.8714	0.0	-9.54905	0.251526E-3
60	Line 25127	3400	8.9	-18.3371	-65.7	-114.462	160.98	134.733	0.0	-7.85576	0.496003E-3
61	Line 25127	3377	9.665	-18.3371	-65.7	-114.462	160.98	134.733	0.0	-7.85576	0.496003E-3
62	Line 25128	3400	8.9	-18.3371	-65.7	-114.462	160.98	134.733	0.0	-7.85576	0.496003E-3
63	Line 25128	3377	9.665	-18.3371	-65.7	-114.462	160.98	134.733	0.0	-7.85576	0.496003E-3
64	Line 25128	3459	8.9	-13.3169	-65.7	-218.406	197.126	176.586	0.0	-73.3096	0.401103E-3
65	Line 25128	3443	9.665	-13.3169	-65.7	-218.406	197.126	176.586	0.0	-73.3096	0.401103E-3
66	Line 25131	3459	8.9	-13.3169	-65.7	-218.406	197.126	176.586	0.0	-73.3096	0.401103E-3
67	Line 25131	3443	9.665	-13.3169	-65.7	-218.406	197.126	176.586	0.0	-73.3096	0.401103E-3
68	Line 25131	3511	8.9	-7.74887	-65.7	-258.527	27.9323	-237.129	0.0	-57.7833	-0.638121E-3
69	Line 25131	3499	9.665	-7.74887	-65.7	-258.527	27.9323	-237.129	0.0	-57.7833	-0.638121E-3
70	Line 25134	3784	8.9	26.534	-65.7	-103.268	-179.194	109.708	0.0	-20.2371	-0.316096E-3
71	Line 25134	3741	8.9	24.2119	-65.7	-86.7072	-155.769	75.4831	0.0	-17.0718	-0.233496E-3
72	Line 25134	3778	9.665	24.2119	-65.7	-86.7072	-155.769	75.4831	0.0	-17.0718	-0.233496E-3
73	Line 25134	3821	9.665	26.534	-65.7	-103.268	-179.194	109.708	0.0	-20.2371	-0.316096E-3
74	Line 25135	3801	8.9	28.1214	-65.7	-99.7395	-168.792	122.648	0.0	-15.3839	-0.371097E-3
75	Line 25135	3784	8.9	26.534	-65.7	-103.268	-179.194	109.708	0.0	-20.2371	-0.316096E-3
76	Line 25135	3821	9.665	26.534	-65.7	-103.268	-179.194	109.708	0.0	-20.2371	-0.316096E-3
77	Line 25135	3850	9.665	28.1214	-65.7	-99.7395	-168.792	122.648	0.0	-15.3839	-0.371097E-3
78	Line 25136	3843	8.9	30.3724	-65.7	-108.251	-175.546	164.764	0.0	-7.13432	-0.671906E-3
79	Line 25136	3801	8.9	28.1214	-65.7	-99.7395	-168.792	122.648	0.0	-15.3839	-0.371097E-3
80	Line 25136	3850	9.665	28.1214	-65.7	-99.7395	-168.792	122.648	0.0	-15.3839	-0.371097E-3
81	Line 25136	3882	9.665	30.3724	-65.7	-108.251	-175.546	164.764	0.0	-7.13432	-0.671906E-3
82	Line 25139	3741	8.9	24.2119	-65.7	-86.7072	-155.769	75.4831	0.0	-17.0718	-0.233496E-3
83	Line 25139	3721	8.9	23.1855	-65.7	-84.5318	-157.068	60.084	0.0	-8.03888	20.7526E-6
84	Line 25139	3760	9.665	23.1855	-65.7	-84.5318	-157.068	60.084	0.0	-8.03888	20.7526E-6
85	Line 25139	3778	9.665	24.2119	-65.7	-86.7072	-155.769	75.4831	0.0	-17.0718	-0.233496E-3
86	Line 25142	3686	8.9	20.819	-65.7	-110.713	-217.161	25.6358	0.0	-41.4286	-0.131079E-3
87	Line 25142	3655	8.9	18.3371	-65.7	-156.818	-366.72	-315.803	0.0	5.98314	-4.63551E-3
88	Line 25142	3676	9.665	18.3371	-65.7	-156.818	-366.72	-315.803	0.0	5.98314	-4.63551E-3
89	Line 25142	3713	9.665	20.819	-65.7	-110.713	-217.161	25.6358	0.0	-41.4286	-0.131079E-3
90	Line 25143	3721	8.9	23.1855	-65.7	-84.5318	-157.068	60.084	0.0	-8.03888	20.7526E-6
91	Line 25143	3686	8.9	20.819	-65.7	-110.713	-217.161	25.6358	0.0	-41.4286	-0.131079E-3
92	Line 25143	3713	9.665	20.819	-65.7	-110.713	-217.161	25.6358	0.0	-41.4286	-0.131079E-3
93	Line 25143	3760	9.665	23.1855	-65.7	-84.5318	-157.068	60.084	0.0	-8.03888	20.7526E-6
94	Line 25144	3288	8.9	-155.08	-65.7	-69.4893	-129.125	89.2461	0.0	-5.38966	-0.690525E-3
95	Line 25144	3247	9.665	-155.08	-65.7	-69.4893	-129.125	89.2461	0.0	-5.38966	-0.690525E-3
96	Line 25144	3259	8.9	-153.479	-65.7	-136.253	-245.491	183.946	0.0	4.72931	-0.800423E-3
97	Line 25144	3218	9.665	-153.479	-65.7	-136.253	-245.491	183.946	0.0	4.72931	-0.800423E-3
98	Line 25144	3232	8.9	-151.879	-65.7	-131.588	-246.475	216.075	0.0	-1.43375	0.347917E-3
99	Line 25144	3196	9.665	-151.879	-65.7	-131.588	-246.475	216.075	0.0	-1.43375	0.347917E-3
100	Line 25145	3232	8.9	-151.879	-65.7	-131.588	-246.475	216.075	0.0	-1.43375	0.347917E-3
101	Line 25145	3177	8.9	-146.948	-65.7	-338.625	-510.096	802.496	0.0	67.1318	-1.69364E-3
102	Line 25145	3196	9.665	-151.879	-65.7	-131.588	-246.475	216.075	0.0	-1.43375	0.347917E-3
103	Line 25145	3129	8.9	-142.018	-65.7	-93.4431	-128.422	372.079	0.0	57.6762	-0.583073E-3
104	Line 25145	3142	9.665	-146.948	-65.7	-338.625	-510.096	802.496	0.0	67.1318	-1.69364E-3
105	Line 25145	3097	9.665	-142.018	-65.7	-93.4431	-128.422	372.079	0.0	57.6762	-0.583073E-3
106	Line 25148	3308	8.9	-156.815	-65.7	-83.6534	-155.093	104.347	0.0	-14.7628	-0.745428E-3
107	Line 25148	3288	8.9	-155.08	-65.7	-69.4893	-129.125	89.2461	0.0	-5.38966	-0.690525E-3
108	Line 25148	3280	9.665	-156.815	-65.7	-83.6534	-155.093	104.347	0.0	-14.7628	-0.745428E-3
109	Line 25148	3247	9.665	-155.08	-65.7	-69.4893	-129.125	89.2461	0.0	-5.38966	-0.690525E-3
110	Line 25151	3388	8.9	-160.983	-65.7	-49.7348	-78.0166	57.7264	0.0	-11.0318	-0.596436E-3
111	Line 25151	3347	8.9	-159.181	-65.7	-84.4539	-145.992	102.43	0.0	-35.9641	-0.597295E-3
112	Line 25151	3353	9.665	-160.983	-65.7	-49.7348	-78.0166	57.7264	0.0	-11.0318	-0.596436E-3
113	Line 25151	3321	9.665	-159.181	-65.7	-84.4539	-145.992	102.43	0.0	-35.9641	-0.597295E-3
114	Line 25152	3347	8.9	-159.181	-65.7	-84.4539	-145.992	102.43	0.0	-35.9641	-0.597295E-3
115	Line 25152	3308	8.9	-156.815	-65.7	-83.6534	-155.093	104.347	0.0	-14.7628	-0.745428E-3
116	Line 25152	3321	9.665	-159.181	-65.7	-84.4539	-145.992	102.43	0.0	-35.9641	-0.597295E-3
117	Line 25152	3280	9.665	-156.815	-65.7	-83.6534	-155.093	104.347	0.0	-14.7628	-0.745428E-3
118	Line 25153	3926	8.9	142.018	-65.7	-112.79	211.066	335.827	0.0	38.5937	1.2644E-3
119	Line 25153	3868	8.9	147.44	-65.7	-135.805	275.19	350.524	0.0	-24.3507	1.38578E-3
120	Line 25153	3952	9.665	142.018	-65.7	-112.79	211.066	335.827	0.0	38.5937	1.2644E-3
121	Line 25153	3908	9.665	147.44	-65.7	-135.805	275.19	350.524	0.0	-24.3507	1.38578E-3
122	Line 25154	3868	8.9	147.44	-65.7	-135.805	275.19	350.524	0.0	-24.3507	1.38578E-3
123	Line 25154	3836	8.9	149.628	-65.7	-91.0095	181.387	171.552	0.0	-17.0339	57.2929E-6
124	Line 25154	3908	9.665	147.44	-65.7	-135.805	275.19	350.524	0.0	-24.3507	1.38578E-3
125	Line 25154	3876	9.665	149.628	-65.7	-91.0095	181.387	171.552	0.0	-17.0339	57.2929E-6
126	Line 25157	3399	8.9	-161.663	-65.7	-113.81	-168.059	129.785	0.0	-8.34272	-1.16178E-3
127	Line 25157	3388	8.9	-160.983	-65.7	-49.7348	-78.0166	57.7264	0.0	-11.0318	-0.596436E-3
128	Line 25157	3370	9.665	-161.663	-65.7	-113.81	-168.059	129.785	0.0	-8.34272	-1.16178E-3
129	Line 25157	3353	9.665	-160.983	-65.7	-49.7348	-78.0166	57.7264	0.0	-11.0318	-0.596436E-3
130	Line 25160	3452	8.9	-166.683	-65.7	-210.53	-199.452	125.741	0.0	-74.7859	-0.350526E-3
131	Line 25160	3399	8.9	-161.663	-65.7	-113.81	-168.059	129.785	0.0	-8.34272	-1.16178E-3
132	Line 25160	3438	9.665	-166.683	-65.7	-210.53	-199.452	125.741	0.0	-74.7859	-0.350526E-3
133	Line 25160	3370	9.665	-161.663	-65.7	-113.81	-168.059	129.785	0.0	-8.34272	-1.16178E-3
134	Line 25161	3502	8.9	-172.251	-65.7	-210.13	-42.6546	-549.841	0.0	-14.009	-2.77156E-3
135	Line 25161	3452	8.9	-166.683	-65.7	-210.53	-199.452	125.741	0.0	-74.7859	-0.350526E-3
136	Line 25161	3494	9.665	-172.251	-65.7	-210.13	-42.6546	-549.841	0.0	-14.009	-2.77156E-3
137	Line 25161	3438	9.665	-166.683	-65.7	-210.53	-199.452	125.741	0.0	-74.7859	-0.350526E-3
138	Line 25164	3783	8.9	153.466	-65.7	-89.3178	181.837	132.312	0.0	-30.2827	0.148615E-3
139	Line 25164	3734	8.9	155.788	-65.7	-74.1257	158.451	102.368	0.0	-22.7721	0.194928E-3
140	Line 25164	3815	9.665	153.466	-65.7	-89.3178	181.837	132.312	0.0	-30.2827	0.148615E-3
141	Line 25164	3773	9.665	155.788	-65.7	-74.1257	158.451	102.368	0.0	-22.7721	0.194928E-3
142	Line 25167	3836	8.9	149.628	-65.7	-91.0095	181.387	171.552	0.0	-17.0339	57.2929E-6
143	Line 25167	3799	8.9	151.879	-65.7	-86.703	172.903	140.161	0.0	-20.9774	0.275475E-3
144	Line 25167	3876	9.665	149.628	-65.7	-91.0095	181.387	171.552	0.0	-17.0339	57.2929E-6
145	Line 25167	3849	9.665	151.879	-65.7	-86.703	172.903	140.161	0.0	-20.9774	0.275475E-3
146	Line 25168	3799	8.9	151.879	-65.7	-86.703	172.903	140.161	0.0	-20.9774	0.275475E-3
147	Line 25168	3783	8.9	153.466	-65.7	-89.3178	181.837	132.312	0.0	-30.2827	0.148615E-3
148	Line 25168	3849	9.665	151.879	-65.7	-86.703	172.903	140.161	0.0	-20.9774	0.275475E-3
149	Line 25168	3815	9.665	153.466	-65.7	-89.3178	181.837	132.312	0.0	-30.2827	0.148615E-3
150	Line 25169	3734	8.9	155.788	-65.7	-74.1257	158.451	102.368	0.0	-22.7721	0.194928E-3
151	Line 25169	3720	8.9	156.815	-65.7	-73.7717	160.145	90.7998	0.0	-16.0492	-58.715E-6
152	Line 25169	3773	9.665	155.788	-65.7	-74.1257	158.451	102.368	0.0	-22.7721	0.194928E-3
153	Line 25169	3756	9.665	156.815	-65.7	-73.7717	160.145	90.7998	0.0	-16.0492	-58.715E-6
154	Line 25170	3720	8.9	156.815	-65.7	-73.7717	160.145	90.7998	0.0	-16.0492	-58.715E-6
155	Line 25170	3685	8.9	159.181	-65.7	-100.65	223.25	75.6719	0.0	-59.9718	0.608826E-3
156	Line 25170	3756	9.665	156.815	-65.7	-73.7717	160.145	90.7998	0.0	-16.0492	-58.715E-6
157	Line 25170	3707	9.665	159.181	-65.7	-100.65	223.25	75.6719	0.0	-59.9718	0.608826E-3
158	Line 25171	3685	8.9	159.181	-65.7	-100.65	223.25	75.6719	0.0	-59.9718	0.608826E-3
159	Line 25171	3646	8.9	161.663	-65.7	-165.825	369.413	-142.122	0.0	-32.604	-0.236179E-3
160	Line 25171	3707	9.665	159.181	-65.7	-100.65	223.25	75.6719	0.0	-59.9718	0.608826E-3
161	Line 25171	3668	9.665	161.663	-65.7	-165.825	369.413	-142.122	0.0	-32.604	-0.236179E-3
162	Line 25206	2993	8.9	-62.318	-65.7	-21.5393	-77.6609	285.085	0.0	94.7255	65.8021E-6
163	Line 25206	2953	9.665	-62.318	-65.7	-21.5393	-77.6609	285.085	0.0	94.7255	65.8021E-6
164	Line 25206	3017	8.9	-56.769	-65.7	-53.0721	-150.562	603.244	0.0	181.346	1.84111E-3
165	Line 25206	2984	9.665	-56.769	-65.7	-53.0721	-150.562	603.244	0.0	181.346	1.84111E-3
166	Line 25206	3037	8.9	-51.2201	-65.7	-11.2853	-157.821	585.359	0.0	195.194	1.52703E-3
167	Line 25206	3066	8.9	-45.6711	-65.7	60.1978	-134.072	618.372	0.0	158.512	-1.02576E-3
168	Line 25206	3013	9.665	-51.2201	-65.7	-11.2853	-157.821	585.359	0.0	195.194	1.52703E-3
169	Line 25206	3042	9.665	-45.6711	-65.7	60.1978	-134.072	618.372	0.0	158.512	-1.02576E-3
170	Line 25206	3112	8.9	-40.1221	-65.7	-1.94984	29.4435	281.79	0.0	20.5657	-0.181618E-3
171	Line 25206	3079	9.665	-40.1221	-65.7	-1.94984	29.4435	281.79	0.0	20.5657	-0.181618E-3
172	Line 25207	3112	8.9	-40.1221	-65.7	-1.94984	29.4435	281.79	0.0	20.5657	-0.181618E-3
173	Line 25207	3079	9.665	-40.1221	-65.7	-1.94984	29.4435	281.79	0.0	20.5657	-0.181618E-3
174	Line 25207	3131	8.9	-37.9822	-65.7	-65.8294	124.497	330.506	0.0	51.0939	0.120492E-3
175	Line 25207	3102	9.665	-37.9822	-65.7	-65.8294	124.497	330.506	0.0	51.0939	0.120492E-3
176	Line 25208	3942	8.9	40.1221	-65.7	-42.8468	-99.9989	258.735	0.0	-4.83656	-44.5706E-6
177	Line 25208	3979	9.665	40.1221	-65.7	-42.8468	-99.9989	258.735	0.0	-4.83656	-44.5706E-6
178	Line 25208	3987	8.9	45.6711	-65.7	-3.22269	-111.496	497.148	0.0	54.7236	-1.10007E-3
179	Line 25208	4012	9.665	45.6711	-65.7	-3.22269	-111.496	497.148	0.0	54.7236	-1.10007E-3
180	Line 25208	4015	8.9	51.2201	-65.7	-6.72259	-122.176	425.102	0.0	50.2212	-1.14065E-3
181	Line 25208	4042	9.665	51.2201	-65.7	-6.72259	-122.176	425.102	0.0	50.2212	-1.14065E-3
182	Line 25208	4059	8.9	62.318	-65.7	27.9336	-77.7194	132.219	0.0	21.58	65.8009E-6
183	Line 25208	4038	8.9	56.769	-65.7	3.41924	-141.54	388.282	0.0	1.28112	-7.75698E-3
184	Line 25208	4071	9.665	56.769	-65.7	3.41924	-141.54	388.282	0.0	1.28112	-7.75698E-3
185	Line 25208	4104	9.665	62.318	-65.7	27.9336	-77.7194	132.219	0.0	21.58	65.8009E-6
186	Line 25209	3942	8.9	40.1221	-65.7	-42.8468	-99.9989	258.735	0.0	-4.83656	-44.5706E-6
187	Line 25209	3927	8.9	37.9822	-65.7	-118.924	-191.735	342.009	0.0	34.1446	-1.8062E-3
188	Line 25209	3960	9.665	37.9822	-65.7	-118.924	-191.735	342.009	0.0	34.1446	-1.8062E-3
189	Line 25209	3979	9.665	40.1221	-65.7	-42.8468	-99.9989	258.735	0.0	-4.83656	-44.5706E-6
190	Line 25210	3111	8.9	-139.878	-65.7	-26.7965	-36.1527	319.367	0.0	19.3787	0.224889E-3
191	Line 25210	3075	9.665	-139.878	-65.7	-26.7965	-36.1527	319.367	0.0	19.3787	0.224889E-3
192	Line 25210	3064	8.9	-134.329	-65.7	22.5978	108.634	712.424	0.0	141.959	-0.431464E-3
193	Line 25210	3040	9.665	-134.329	-65.7	22.5978	108.634	712.424	0.0	141.959	-0.431464E-3
194	Line 25210	3016	8.9	-123.231	-65.7	-15.5819	102.901	704.224	0.0	87.983	-2.01986E-3
195	Line 25210	3036	8.9	-128.78	-65.7	22.0492	127.963	696.684	0.0	108.518	-0.983744E-3
196	Line 25210	3010	9.665	-128.78	-65.7	22.0492	127.963	696.684	0.0	108.518	-0.983744E-3
197	Line 25210	2992	8.9	-117.682	-65.7	-18.4013	42.3211	323.801	0.0	57.802	-12.343E-6
198	Line 25210	2981	9.665	-123.231	-65.7	-15.5819	102.901	704.224	0.0	87.983	-2.01986E-3
199	Line 25210	2947	9.665	-117.682	-65.7	-18.4013	42.3211	323.801	0.0	57.802	-12.343E-6
200	Line 25211	3129	8.9	-142.018	-65.7	-93.4431	-128.422	372.079	0.0	57.6762	-0.583073E-3
201	Line 25211	3111	8.9	-139.878	-65.7	-26.7965	-36.1527	319.367	0.0	19.3787	0.224889E-3
202	Line 25211	3097	9.665	-142.018	-65.7	-93.4431	-128.422	372.079	0.0	57.6762	-0.583073E-3
203	Line 25211	3075	9.665	-139.878	-65.7	-26.7965	-36.1527	319.367	0.0	19.3787	0.224889E-3
