Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	26/11/19
8	Time	11:46
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Cylindrical
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
12:Bottom Door Opening and Slots T1 - 12:Increment 12
 
	Feature	Node	X	Y	Z	Nt[kN/m]	Nz[kN/m]	Ntz[kN/m]	Mt[kN.m/m]	Mz[kN.m/m]	Mtz[kN.m/m]	St[kN/m]	Sz[kN/m]
17	Surface 2	27854	9.665	18.3371	-1.84	-321.126	-53.5477	5.41759	11.0329	5.39463	1.73695	-3.29911	-2.89384
18	Surface 2	28060	9.665	4.20989E-15	-0.92	-224.502	-26.9818	1.9901	14.6286	2.63276	0.445937	-0.232244	-2.63882
19	Surface 2	28064	9.665	6.11242	-0.92	-225.201	-26.7534	-0.451625	14.2533	2.61533	0.843888	-0.908278	-2.68832
20	Surface 2	28068	9.665	12.2246	-0.92	-225.234	-26.9327	-0.474907	13.2142	2.5853	1.20983	-1.75256	-2.64093
21	Surface 2	28073	9.665	18.3371	-0.92	-225.985	-26.7176	5.45777	11.95	2.58505	1.57402	-2.73739	-2.7027
22	Surface 2	28280	9.665	0.0	0.0	-132.515	-4.40738	1.65607	15.6377	1.32522	0.361403	-1.31562	-2.22623
23	Surface 2	28284	9.665	6.11244	0.0	-130.943	-3.96919	-0.238234	15.2668	1.32174	0.724292	-3.21578	-2.2932
24	Surface 2	28287	9.665	12.2246	0.0	-133.209	-4.43976	-0.2499	14.1984	1.31175	1.05666	-5.07991	-2.24245
25	Surface 2	28294	9.665	18.3371	0.0	-131.009	-3.86163	4.85079	12.9361	1.33394	1.40471	-6.83868	-2.35754
26	Surface 3	27135	9.665	18.3371	-4.6	-583.377	-137.234	2.24137	7.56034	7.68299	1.48713	-4.61964	2.63542
27	Surface 3	27142	9.665	20.819	-4.6	-584.555	-137.181	-2.93058	6.65981	7.52553	1.54075	-4.0026	2.60788
28	Surface 3	27413	9.665	18.3371	-3.68	-501.564	-107.985	3.35178	9.02897	8.92873	1.53823	-4.23988	0.222922
29	Surface 3	27420	9.665	20.819	-3.68	-502.714	-107.936	-2.14369	8.09511	8.77513	1.59139	-3.74301	0.199917
30	Surface 3	27633	9.665	18.3371	-2.76	-413.829	-80.5339	4.45287	10.1329	7.89402	1.61433	-3.79884	-2.02308
31	Surface 3	27639	9.665	20.819	-2.76	-414.886	-80.4602	-1.32891	9.16736	7.75451	1.67253	-3.4331	-2.04025
32	Surface 3	27854	9.665	18.3371	-1.84	-321.126	-53.5477	5.41759	11.0329	5.39463	1.73695	-3.29911	-2.89384
33	Surface 3	27860	9.665	20.819	-1.84	-322.025	-53.2916	-0.560996	10.0382	5.28224	1.80895	-3.06381	-2.90382
34	Surface 3	28073	9.665	18.3371	-0.92	-225.985	-26.7176	5.45777	11.95	2.58505	1.57402	-2.73739	-2.7027
35	Surface 3	28078	9.665	20.819	-0.92	-226.607	-26.5273	-0.190703	10.9193	2.51621	1.63888	-2.64968	-2.70054
36	Surface 3	28294	9.665	18.3371	0.0	-131.009	-3.86163	4.85079	12.9361	1.33394	1.40471	-6.83868	-2.35754
37	Surface 3	28300	9.665	20.819	0.0	-128.197	-3.26063	-0.314397	11.9283	1.30046	1.46726	-7.27627	-2.3556
38	Surface 12	27127	9.665	161.663	-4.6	-584.859	-136.209	-2.99543	3.71119	7.3544	-2.66514	5.55635	2.0379
39	Surface 12	27139	9.665	159.181	-4.6	-586.35	-136.58	1.76476	2.29476	7.10089	-2.52172	4.82336	2.00945
40	Surface 12	27410	9.665	161.663	-3.68	-504.031	-107.505	-4.57506	4.66168	8.42704	-2.71992	5.1584	-0.368132
41	Surface 12	27415	9.665	159.181	-3.68	-505.447	-107.761	0.570385	3.22066	8.18237	-2.56556	4.52484	-0.3834
42	Surface 12	27630	9.665	161.663	-2.76	-417.593	-80.4218	-5.96955	5.2355	7.28459	-2.81499	4.6696	-2.52412
43	Surface 12	27635	9.665	159.181	-2.76	-418.818	-80.5417	-0.468986	3.7792	7.06689	-2.65845	4.14974	-2.52601
44	Surface 12	27851	9.665	161.663	-1.84	-326.514	-53.6294	-6.97284	5.61709	4.82785	-2.98664	4.09774	-3.18948
45	Surface 12	27856	9.665	159.181	-1.84	-327.388	-53.4679	-1.19672	4.15315	4.656	-2.8364	3.69671	-3.18209
46	Surface 12	28071	9.665	161.663	-0.92	-233.185	-26.8381	-6.56623	6.03188	2.22994	-2.67324	3.45726	-2.74082
47	Surface 12	28076	9.665	159.181	-0.92	-233.44	-26.6762	-1.04367	4.54989	2.12469	-2.54115	3.19646	-2.72374
48	Surface 12	28291	9.665	161.663	0.0	-139.717	-4.08666	-5.51452	6.86355	1.13736	-2.35149	10.7241	-2.27339
49	Surface 12	28296	9.665	159.181	0.0	-136.014	-3.43099	-0.434334	5.41959	1.08185	-2.24202	10.372	-2.25866
50	Surface 13	27108	9.665	-180.0	-4.6	-579.845	-130.605	2.38675	9.4126	7.98806	-2.76295	1.5165	2.53108
51	Surface 13	27116	9.665	173.888	-4.6	-581.313	-133.193	3.22478	7.7724	7.91226	-2.80157	2.35231	2.26735
52	Surface 13	27123	9.665	167.775	-4.6	-582.863	-135.06	2.4089	5.71782	7.66312	-2.73818	3.65228	2.16943
53	Surface 13	27127	9.665	161.663	-4.6	-584.859	-136.209	-2.99543	3.71119	7.3544	-2.66514	5.55635	2.0379
54	Surface 13	27396	9.665	-180.0	-3.68	-498.86	-103.309	1.31088	10.6911	9.17307	-2.93909	1.69242	-0.0187976
55	Surface 13	27402	9.665	173.888	-3.68	-500.513	-105.337	2.1089	8.87627	9.01309	-2.91475	2.40186	-0.253551
56	Surface 13	27405	9.665	167.775	-3.68	-502.115	-106.724	1.22726	6.72178	8.72891	-2.80977	3.51562	-0.298162
57	Surface 13	27410	9.665	161.663	-3.68	-504.031	-107.505	-4.57506	4.66168	8.42704	-2.71992	5.1584	-0.368132
58	Surface 13	27617	9.665	-180.0	-2.76	-412.521	-77.7259	0.0921275	11.5171	8.02014	-3.06722	1.83728	-2.38358
59	Surface 13	27622	9.665	173.888	-2.76	-414.356	-79.1048	1.02702	9.55276	7.80252	-3.01682	2.39187	-2.55733
60	Surface 13	27626	9.665	167.775	-2.76	-415.895	-80.0139	0.185632	7.32706	7.53115	-2.90095	3.30306	-2.52334
61	Surface 13	27630	9.665	161.663	-2.76	-417.593	-80.4218	-5.96955	5.2355	7.28459	-2.81499	4.6696	-2.52412
62	Surface 13	27836	9.665	-180.0	-1.84	-322.414	-52.3176	-1.29579	12.0825	5.36844	-3.17347	1.9068	-3.27984
63	Surface 13	27842	9.665	173.888	-1.84	-324.206	-52.883	0.097582	9.99957	5.15988	-3.14445	2.30038	-3.35228
64	Surface 13	27846	9.665	167.775	-1.84	-325.431	-53.6207	-0.529265	7.72289	4.96189	-3.05026	3.00819	-3.24868
65	Surface 13	27851	9.665	161.663	-1.84	-326.514	-53.6294	-6.97284	5.61709	4.82785	-2.98664	4.09774	-3.18948
66	Surface 13	28057	9.665	-180.0	-0.92	-231.517	-26.3194	-1.94993	12.6569	2.4775	-2.7289	1.85868	-2.86225
67	Surface 13	28061	9.665	173.888	-0.92	-232.898	-26.4815	-0.343083	10.4727	2.35355	-2.73532	2.16449	-2.85777
68	Surface 13	28065	9.665	167.775	-0.92	-232.825	-26.89	-0.612799	8.15809	2.25931	-2.68569	2.70484	-2.74814
69	Surface 13	28071	9.665	161.663	-0.92	-233.185	-26.8381	-6.56623	6.03188	2.22994	-2.67324	3.45726	-2.74082
70	Surface 13	28275	9.665	-180.0	0.0	-144.524	-4.68945	-1.82612	13.4681	1.22147	-2.30154	9.3529	-2.31567
71	Surface 13	28282	9.665	173.888	0.0	-142.429	-4.2857	-0.373417	11.2936	1.16651	-2.33576	9.78344	-2.30708
72	Surface 13	28286	9.665	167.775	0.0	-143.255	-4.69877	-0.458943	8.96845	1.12541	-2.31007	10.178	-2.20458
73	Surface 13	28291	9.665	161.663	0.0	-139.717	-4.08666	-5.51452	6.86355	1.13736	-2.35149	10.7241	-2.27339
74	Surface 14	27096	9.665	-172.251	-4.6	-579.254	-125.973	9.87696	10.5047	7.74204	-2.39528	-1.05475	2.92011
75	Surface 14	27108	9.665	-180.0	-4.6	-579.845	-130.605	2.38675	9.4126	7.98806	-2.76295	1.5165	2.53108
76	Surface 14	27389	9.665	-172.251	-3.68	-497.877	-99.4722	9.64544	12.0525	9.0852	-2.65396	-0.519632	0.395305
77	Surface 14	27396	9.665	-180.0	-3.68	-498.86	-103.309	1.31088	10.6911	9.17307	-2.93909	1.69242	-0.0187976
78	Surface 14	27610	9.665	-172.251	-2.76	-410.931	-74.9183	8.93802	13.1345	8.09267	-2.82705	0.049365	-2.01564
79	Surface 14	27617	9.665	-180.0	-2.76	-412.521	-77.7259	0.0921275	11.5171	8.02014	-3.06722	1.83728	-2.38358
80	Surface 14	27830	9.665	-172.251	-1.84	-320.069	-50.6504	7.42784	13.9236	5.53061	-2.92301	0.573074	-3.06087
81	Surface 14	27836	9.665	-180.0	-1.84	-322.414	-52.3176	-1.29579	12.0825	5.36844	-3.17347	1.9068	-3.27984
82	Surface 14	28051	9.665	-172.251	-0.92	-228.809	-25.5736	4.74227	14.68	2.61562	-2.46886	0.977416	-2.83617
83	Surface 14	28057	9.665	-180.0	-0.92	-231.517	-26.3194	-1.94993	12.6569	2.4775	-2.7289	1.85868	-2.86225
84	Surface 14	28271	9.665	-172.251	0.0	-142.943	-4.52004	2.85247	15.5265	1.31086	-2.049	7.85113	-2.37827
85	Surface 14	28275	9.665	-180.0	0.0	-144.524	-4.68945	-1.82612	13.4681	1.22147	-2.30154	9.3529	-2.31567
86	Surface 15	27087	9.665	-166.683	-4.6	-580.223	-121.799	10.0232	10.8713	7.35863	-1.96974	-3.68744	3.31536
87	Surface 15	27096	9.665	-172.251	-4.6	-579.254	-125.973	9.87696	10.5047	7.74204	-2.39528	-1.05475	2.92011
88	Surface 15	27383	9.665	-166.683	-3.68	-498.257	-95.8173	10.2809	12.7283	8.85349	-2.30355	-2.80943	0.867956
89	Surface 15	27389	9.665	-172.251	-3.68	-497.877	-99.4722	9.64544	12.0525	9.0852	-2.65396	-0.519632	0.395305
90	Surface 15	27605	9.665	-166.683	-2.76	-410.242	-71.9863	9.82053	14.1312	8.04847	-2.5304	-1.81367	-1.52925
91	Surface 15	27610	9.665	-172.251	-2.76	-410.931	-74.9183	8.93802	13.1345	8.09267	-2.82705	0.049365	-2.01564
92	Surface 15	27823	9.665	-166.683	-1.84	-317.873	-48.5697	7.96219	15.2278	5.64103	-2.63715	-0.794917	-2.6772
93	Surface 15	27830	9.665	-172.251	-1.84	-320.069	-50.6504	7.42784	13.9236	5.53061	-2.92301	0.573074	-3.06087
94	Surface 15	28043	9.665	-166.683	-0.92	-224.804	-24.5119	4.47229	16.2455	2.74926	-2.21751	0.0551896	-2.70831
95	Surface 15	28051	9.665	-172.251	-0.92	-228.809	-25.5736	4.74227	14.68	2.61562	-2.46886	0.977416	-2.83617
96	Surface 15	28265	9.665	-166.683	0.0	-137.132	-3.87827	2.06789	17.1812	1.40504	-1.83396	6.46398	-2.42562
97	Surface 15	28271	9.665	-172.251	0.0	-142.943	-4.52004	2.85247	15.5265	1.31086	-2.049	7.85113	-2.37827
98	Surface 17	27058	9.665	-159.181	-4.6	-583.143	-115.598	12.3607	10.2296	6.51565	-0.934995	-0.974605	3.83685
99	Surface 17	27069	9.665	-160.983	-4.6	-582.609	-117.1	10.6557	10.5444	6.75062	-1.22057	-2.05799	3.58837
100	Surface 17	27365	9.665	-159.181	-3.68	-500.188	-90.3085	13.7959	12.6007	8.22966	-1.33255	-0.546441	1.58294
101	Surface 17	27372	9.665	-160.983	-3.68	-499.859	-91.6301	11.7127	12.7936	8.41449	-1.60945	-1.45957	1.27465
102	Surface 17	27586	9.665	-159.181	-2.76	-410.164	-67.4422	14.1167	14.5876	7.74141	-1.61814	0.0498738	-0.711352
103	Surface 17	27591	9.665	-160.983	-2.76	-410.328	-68.5444	11.7755	14.6336	7.84984	-1.88566	-0.693524	-1.05149
104	Surface 17	27807	9.665	-159.181	-1.84	-314.472	-45.2878	12.3414	16.2862	5.64168	-1.75743	0.72453	-1.9552
105	Surface 17	27813	9.665	-160.983	-1.84	-315.271	-46.0565	9.88648	16.1739	5.67211	-2.01939	0.143213	-2.2681
106	Surface 17	28026	9.665	-159.181	-0.92	-216.765	-22.7768	7.23839	17.8553	2.89135	-1.47934	1.26769	-2.37242
107	Surface 17	28031	9.665	-160.983	-0.92	-219.431	-23.24	5.15757	17.6024	2.8896	-1.69921	0.836139	-2.55961
108	Surface 17	28245	9.665	-159.181	0.0	-123.074	-2.30867	3.1664	19.0042	1.54777	-1.23082	5.21012	-2.36038
109	Surface 17	28253	9.665	-160.983	0.0	-125.08	-2.24468	1.14898	18.6901	1.54953	-1.43232	5.50694	-2.45697
110	Surface 24	27063	9.665	-20.819	-4.6	-583.959	-136.406	0.632281	5.94929	6.9161	-1.09907	1.57452	3.19473
111	Surface 24	27071	9.665	-19.0166	-4.6	-583.78	-136.45	1.29459	6.54435	7.06179	-0.93728	2.73517	3.10822
112	Surface 24	27370	9.665	-20.819	-3.68	-501.519	-107.182	0.0893436	7.75886	8.43587	-1.04902	1.55014	0.783365
113	Surface 24	27375	9.665	-19.0166	-3.68	-501.368	-107.231	0.881858	8.34102	8.55444	-0.889702	2.53412	0.682388
114	Surface 24	27589	9.665	-20.819	-2.76	-412.967	-79.7783	-0.24221	9.18037	7.65969	-1.07802	1.50465	-1.52274
115	Surface 24	27594	9.665	-19.0166	-2.76	-412.933	-79.8513	0.637871	9.74937	7.74352	-0.916992	2.29964	-1.63191
116	Surface 24	27810	9.665	-20.819	-1.84	-319.328	-52.7686	-0.314566	10.3698	5.34795	-1.202	1.45528	-2.52669
117	Surface 24	27814	9.665	-19.0166	-1.84	-319.182	-52.84	0.665334	10.9262	5.39115	-1.03517	2.04986	-2.63801
118	Surface 24	28029	9.665	-20.819	-0.92	-222.487	-26.1926	0.0849885	11.534	2.61194	-1.14265	1.43062	-2.5298
119	Surface 24	28036	9.665	-19.0166	-0.92	-223.154	-26.3529	1.1615	12.0909	2.62252	-0.990934	1.81134	-2.62429
120	Surface 24	28248	9.665	-20.819	0.0	-123.0	-2.98198	0.533537	12.654	1.37132	-1.06652	5.20767	-2.29808
121	Surface 24	28255	9.665	-19.0166	0.0	-121.943	-2.71244	1.95171	13.1886	1.36589	-0.948922	5.00727	-2.37718
122	Surface 26	27090	9.665	-13.3169	-4.6	-581.931	-136.711	-1.47098	8.1495	7.47109	-0.471774	4.65152	3.1094
123	Surface 26	27104	9.665	-7.74887	-4.6	-580.805	-137.038	-4.15852	9.14721	7.74654	-0.0729645	2.20446	3.01736
124	Surface 26	27388	9.665	-13.3169	-3.68	-499.775	-107.535	-1.84273	9.89681	8.88638	-0.432082	4.11008	0.662442
125	Surface 26	27394	9.665	-7.74887	-3.68	-498.828	-107.897	-4.4765	10.8448	9.09771	-0.0404877	1.92354	0.554282
126	Surface 26	27606	9.665	-13.3169	-2.76	-411.658	-80.2115	-2.08744	11.257	7.97627	-0.452637	3.51816	-1.66329
127	Surface 26	27612	9.665	-7.74887	-2.76	-410.996	-80.6424	-4.66696	12.1567	8.11243	-0.0527081	1.62218	-1.77909
128	Surface 26	27827	9.665	-13.3169	-1.84	-318.664	-53.3263	-2.00287	12.3887	5.51235	-0.544604	2.88302	-2.66151
129	Surface 26	27833	9.665	-7.74887	-1.84	-318.438	-53.8627	-4.61485	13.2438	5.56778	-0.111786	1.31493	-2.77356
130	Surface 26	28046	9.665	-13.3169	-0.92	-223.04	-26.5742	-1.36895	13.5207	2.65993	-0.554397	2.27553	-2.57956
131	Surface 26	28053	9.665	-7.74887	-0.92	-223.795	-26.9366	-3.62648	14.343	2.65801	-0.161255	1.01647	-2.62162
132	Surface 26	28268	9.665	-13.3169	0.0	-128.454	-3.91627	-0.776157	14.5786	1.37014	-0.539062	3.68651	-2.27553
133	Surface 26	28272	9.665	-7.74887	0.0	-131.663	-4.38228	-2.62708	15.3631	1.34662	-0.190227	1.49547	-2.24671
134	Surface 27	27104	9.665	-7.74887	-4.6	-580.805	-137.038	-4.15852	9.14721	7.74654	-0.0729645	2.20446	3.01736
135	Surface 27	27114	9.665	7.01648E-15	-4.6	-580.612	-137.367	0.745135	9.6429	7.93309	0.496101	-0.289246	2.9071
136	Surface 27	27394	9.665	-7.74887	-3.68	-498.828	-107.897	-4.4765	10.8448	9.09771	-0.0404877	1.92354	0.554282
137	Surface 27	27400	9.665	4.20989E-15	-3.68	-498.743	-108.204	1.10072	11.2791	9.21853	0.532003	-0.305152	0.436738
138	Surface 27	27612	9.665	-7.74887	-2.76	-410.996	-80.6424	-4.66696	12.1567	8.11243	-0.0527081	1.62218	-1.77909
139	Surface 27	27619	9.665	1.4033E-15	-2.76	-411.064	-80.8762	1.51205	12.5328	8.16447	0.544417	-0.310222	-1.89175
140	Surface 27	27833	9.665	-7.74887	-1.84	-318.438	-53.8627	-4.61485	13.2438	5.56778	-0.111786	1.31493	-2.77356
141	Surface 27	27840	9.665	1.4033E-15	-1.84	-318.808	-53.9849	1.99857	13.5683	5.5625	0.538947	-0.296738	-2.85408
142	Surface 27	28053	9.665	-7.74887	-0.92	-223.795	-26.9366	-3.62648	14.343	2.65801	-0.161255	1.01647	-2.62162
143	Surface 27	28060	9.665	4.20989E-15	-0.92	-224.502	-26.9818	1.9901	14.6286	2.63276	0.445937	-0.232244	-2.63882
144	Surface 27	28272	9.665	-7.74887	0.0	-131.663	-4.38228	-2.62708	15.3631	1.34662	-0.190227	1.49547	-2.24671
145	Surface 27	28280	9.665	0.0	0.0	-132.515	-4.40738	1.65607	15.6377	1.32522	0.361403	-1.31562	-2.22623
146	Surface 30	25876	9.665	7.01648E-15	-9.9	-1.05063E3	-313.959	1.76597	-9.51721	-47.0369	0.0468447	-0.314034	25.4954
147	Surface 30	25882	9.665	6.11244	-9.9	-1.05074E3	-313.693	-3.22894	-9.33334	-46.8805	0.473367	-1.28545	25.3878
148	Surface 30	25889	9.665	12.2246	-9.9	-1.05125E3	-313.499	-4.60203	-9.75672	-46.8712	0.869562	-3.33034	25.3996
149	Surface 30	25897	9.665	18.3371	-9.9	-1.05206E3	-312.877	1.76748	-10.4895	-46.9306	1.26409	-6.60723	25.2122
150	Surface 30	26164	9.665	7.01648E-15	-8.84	-932.915	-277.879	1.01862	-3.73637	-27.964	0.139073	-0.264778	19.6233
151	Surface 30	26168	9.665	6.11242	-8.84	-933.181	-277.715	-3.09097	-3.61498	-27.8193	0.558995	-1.21734	19.5137
152	Surface 30	26171	9.665	12.2246	-8.84	-933.713	-277.597	-4.29268	-4.1194	-27.822	0.939693	-3.1076	19.5009
153	Surface 30	26177	9.665	18.3371	-8.84	-934.695	-277.101	0.701292	-4.92346	-27.8979	1.3028	-6.0745	19.3229
154	Surface 30	26384	9.665	7.01648E-15	-7.78	-838.632	-241.804	0.526248	1.23152	-11.4031	0.242573	-0.247533	12.4826
155	Surface 30	26387	9.665	6.11241	-7.78	-839.058	-241.742	-2.9129	1.28354	-11.2772	0.650844	-1.18973	12.3687
156	Surface 30	26392	9.665	12.2246	-7.78	-839.624	-241.687	-3.93106	0.696034	-11.3003	1.0139	-2.95942	12.336
157	Surface 30	26396	9.665	18.3371	-7.78	-840.78	-241.319	0.228305	-0.180678	-11.3994	1.34973	-5.68063	12.1667
158	Surface 30	26604	9.665	7.01648E-15	-6.72	-753.319	-206.304	0.395177	4.76262	-1.38184	0.343158	-0.252316	7.25251
159	Surface 30	26608	9.665	6.11241	-6.72	-753.859	-206.315	-2.67337	4.74068	-1.28396	0.734365	-1.18163	7.13324
160	Surface 30	26612	9.665	12.2246	-6.72	-754.481	-206.301	-3.50506	4.06914	-1.33545	1.07971	-2.84093	7.09294
161	Surface 30	26618	9.665	18.3371	-6.72	-755.745	-206.034	0.505959	3.11914	-1.46173	1.39783	-5.34051	6.93181
162	Surface 30	26822	9.665	7.01648E-15	-5.66	-668.709	-171.276	0.495643	7.42422	4.44403	0.430841	-0.269129	4.5338
163	Surface 30	26827	9.665	6.11242	-5.66	-669.331	-171.327	-2.36464	7.32747	4.50657	0.803675	-1.17726	4.41165
164	Surface 30	26832	9.665	12.2246	-5.66	-670.01	-171.327	-3.0028	6.57446	4.42369	1.13378	-2.72175	4.37476
165	Surface 30	26838	9.665	18.3371	-5.66	-671.334	-171.127	1.24108	5.55398	4.27305	1.44251	-4.99822	4.22672
166	Surface 30	27114	9.665	7.01648E-15	-4.6	-580.612	-137.367	0.745135	9.6429	7.93309	0.496101	-0.289246	2.9071
167	Surface 30	27118	9.665	6.11244	-4.6	-581.291	-137.424	-1.99928	9.47423	7.95793	0.855772	-1.16351	2.78732
168	Surface 30	27124	9.665	12.2246	-4.6	-582.03	-137.41	-2.44211	8.64545	7.8474	1.17784	-2.58058	2.76325
169	Surface 30	27135	9.665	18.3371	-4.6	-583.377	-137.234	2.24137	7.56034	7.68299	1.48713	-4.61964	2.63542
170	Surface 31	25897	9.665	18.3371	-9.9	-1.05206E3	-312.877	1.76748	-10.4895	-46.9306	1.26409	-6.60723	25.2122
171	Surface 31	25909	9.665	20.819	-9.9	-1.0528E3	-312.475	-6.10794	-11.1645	-47.035	1.319	-5.26449	25.1852
