	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
1	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
19	Line 25109	3550	8.9	-180.0	-65.7	9.58887	107.944	-842.295	0.0	44.746	-0.452273E-3
20	Line 25109	3587	9.665	173.888	-65.7	-28.7878	459.924	-1.56774E3	0.0	35.829	-1.14937E-3
21	Line 25109	3547	9.665	-180.0	-65.7	9.58887	107.944	-842.295	0.0	44.746	-0.452273E-3
22	Line 25110	3550	8.9	-180.0	-65.7	9.58887	107.944	-842.295	0.0	44.746	-0.452273E-3
23	Line 25110	3502	8.9	-172.251	-65.7	11.0872	-32.3589	-423.731	0.0	38.294	-5.2565E-3
24	Line 25110	3547	9.665	-180.0	-65.7	9.58887	107.944	-842.295	0.0	44.746	-0.452273E-3
25	Line 25110	3494	9.665	-172.251	-65.7	11.0872	-32.3589	-423.731	0.0	38.294	-5.2565E-3
26	Line 25114	3131	8.9	-37.9822	-65.7	126.028	164.446	322.37	0.0	139.319	-1.43311E-3
27	Line 25114	3102	9.665	-37.9822	-65.7	126.028	164.446	322.37	0.0	139.319	-1.43311E-3
28	Line 25114	3178	8.9	-33.0518	-65.7	257.933	552.474	867.317	0.0	362.487	0.599312E-3
29	Line 25114	3233	8.9	-28.1214	-65.7	48.8498	237.558	250.158	0.0	42.1428	-0.277244E-3
30	Line 25114	3144	9.665	-33.0518	-65.7	257.933	552.474	867.317	0.0	362.487	0.599312E-3
31	Line 25114	3201	9.665	-28.1214	-65.7	48.8498	237.558	250.158	0.0	42.1428	-0.277244E-3
32	Line 25115	3233	8.9	-28.1214	-65.7	48.8498	237.558	250.158	0.0	42.1428	-0.277244E-3
33	Line 25115	3201	9.665	-28.1214	-65.7	48.8498	237.558	250.158	0.0	42.1428	-0.277244E-3
34	Line 25115	3295	8.9	-24.9197	-65.7	12.9349	121.098	113.603	0.0	29.8676	0.439461E-3
35	Line 25115	3260	8.9	-26.5207	-65.7	34.0719	233.346	227.031	0.0	58.8514	1.06503E-3
36	Line 25115	3220	9.665	-26.5207	-65.7	34.0719	233.346	227.031	0.0	58.8514	1.06503E-3
37	Line 25115	3255	9.665	-24.9197	-65.7	12.9349	121.098	113.603	0.0	29.8676	0.439461E-3
38	Line 25118	3295	8.9	-24.9197	-65.7	12.9349	121.098	113.603	0.0	29.8676	0.439461E-3
39	Line 25118	3255	9.665	-24.9197	-65.7	12.9349	121.098	113.603	0.0	29.8676	0.439461E-3
40	Line 25118	3309	8.9	-23.1855	-65.7	13.4507	142.819	134.237	0.0	28.8069	1.20051E-3
41	Line 25118	3284	9.665	-23.1855	-65.7	13.4507	142.819	134.237	0.0	28.8069	1.20051E-3
42	Line 25119	3309	8.9	-23.1855	-65.7	13.4507	142.819	134.237	0.0	28.8069	1.20051E-3
43	Line 25119	3284	9.665	-23.1855	-65.7	13.4507	142.819	134.237	0.0	28.8069	1.20051E-3
44	Line 25119	3348	8.9	-20.819	-65.7	11.0372	132.146	133.079	0.0	17.4944	0.839763E-3
45	Line 25119	3329	9.665	-20.819	-65.7	11.0372	132.146	133.079	0.0	17.4944	0.839763E-3
46	Line 25120	3348	8.9	-20.819	-65.7	11.0372	132.146	133.079	0.0	17.4944	0.839763E-3
47	Line 25120	3329	9.665	-20.819	-65.7	11.0372	132.146	133.079	0.0	17.4944	0.839763E-3
48	Line 25120	3395	8.9	-19.0166	-65.7	5.41973	69.8615	78.6721	0.0	-3.34103	0.578556E-3
49	Line 25120	3355	9.665	-19.0166	-65.7	5.41973	69.8615	78.6721	0.0	-3.34103	0.578556E-3
50	Line 25123	3869	8.9	32.5601	-65.7	52.793	-274.412	395.003	0.0	69.2426	-0.868475E-3
51	Line 25123	3843	8.9	30.3724	-65.7	13.2352	-177.098	208.395	0.0	58.8155	-1.52176E-3
52	Line 25123	3882	9.665	30.3724	-65.7	13.2352	-177.098	208.395	0.0	58.8155	-1.52176E-3
53	Line 25123	3911	9.665	32.5601	-65.7	52.793	-274.412	395.003	0.0	69.2426	-0.868475E-3
54	Line 25124	3927	8.9	37.9822	-65.7	92.7442	-226.032	349.21	0.0	117.336	0.165245E-3
55	Line 25124	3869	8.9	32.5601	-65.7	52.793	-274.412	395.003	0.0	69.2426	-0.868475E-3
56	Line 25124	3911	9.665	32.5601	-65.7	52.793	-274.412	395.003	0.0	69.2426	-0.868475E-3
57	Line 25124	3960	9.665	37.9822	-65.7	92.7442	-226.032	349.21	0.0	117.336	0.165245E-3
58	Line 25127	3395	8.9	-19.0166	-65.7	5.41973	69.8615	78.6721	0.0	-3.34103	0.578556E-3
59	Line 25127	3355	9.665	-19.0166	-65.7	5.41973	69.8615	78.6721	0.0	-3.34103	0.578556E-3
60	Line 25127	3400	8.9	-18.3371	-65.7	9.20793	150.71	178.153	0.0	4.64945	1.36209E-3
61	Line 25127	3377	9.665	-18.3371	-65.7	9.20793	150.71	178.153	0.0	4.64945	1.36209E-3
62	Line 25128	3400	8.9	-18.3371	-65.7	9.20793	150.71	178.153	0.0	4.64945	1.36209E-3
63	Line 25128	3377	9.665	-18.3371	-65.7	9.20793	150.71	178.153	0.0	4.64945	1.36209E-3
64	Line 25128	3459	8.9	-13.3169	-65.7	-9.64489	184.213	261.578	0.0	-10.5935	0.578059E-3
65	Line 25128	3443	9.665	-13.3169	-65.7	-9.64489	184.213	261.578	0.0	-10.5935	0.578059E-3
66	Line 25131	3459	8.9	-13.3169	-65.7	-9.64489	184.213	261.578	0.0	-10.5935	0.578059E-3
67	Line 25131	3443	9.665	-13.3169	-65.7	-9.64489	184.213	261.578	0.0	-10.5935	0.578059E-3
68	Line 25131	3511	8.9	-7.74887	-65.7	3.15368	39.1148	-153.244	0.0	-2.63896	-0.281795E-3
69	Line 25131	3499	9.665	-7.74887	-65.7	3.15368	39.1148	-153.244	0.0	-2.63896	-0.281795E-3
70	Line 25134	3784	8.9	26.534	-65.7	-1.28417	-172.656	144.805	0.0	35.4331	-1.20744E-3
71	Line 25134	3741	8.9	24.2119	-65.7	-4.87715	-147.541	106.127	0.0	14.2927	-0.513265E-3
72	Line 25134	3778	9.665	24.2119	-65.7	-4.87715	-147.541	106.127	0.0	14.2927	-0.513265E-3
73	Line 25134	3821	9.665	26.534	-65.7	-1.28417	-172.656	144.805	0.0	35.4331	-1.20744E-3
74	Line 25135	3801	8.9	28.1214	-65.7	3.34037	-165.257	157.146	0.0	32.445	-1.11305E-3
75	Line 25135	3784	8.9	26.534	-65.7	-1.28417	-172.656	144.805	0.0	35.4331	-1.20744E-3
76	Line 25135	3821	9.665	26.534	-65.7	-1.28417	-172.656	144.805	0.0	35.4331	-1.20744E-3
77	Line 25135	3850	9.665	28.1214	-65.7	3.34037	-165.257	157.146	0.0	32.445	-1.11305E-3
78	Line 25136	3843	8.9	30.3724	-65.7	13.2352	-177.098	208.395	0.0	58.8155	-1.52176E-3
79	Line 25136	3801	8.9	28.1214	-65.7	3.34037	-165.257	157.146	0.0	32.445	-1.11305E-3
80	Line 25136	3850	9.665	28.1214	-65.7	3.34037	-165.257	157.146	0.0	32.445	-1.11305E-3
81	Line 25136	3882	9.665	30.3724	-65.7	13.2352	-177.098	208.395	0.0	58.8155	-1.52176E-3
82	Line 25139	3741	8.9	24.2119	-65.7	-4.87715	-147.541	106.127	0.0	14.2927	-0.513265E-3
83	Line 25139	3721	8.9	23.1855	-65.7	-2.03366	-147.516	92.236	0.0	13.741	-0.122714E-3
84	Line 25139	3760	9.665	23.1855	-65.7	-2.03366	-147.516	92.236	0.0	13.741	-0.122714E-3
85	Line 25139	3778	9.665	24.2119	-65.7	-4.87715	-147.541	106.127	0.0	14.2927	-0.513265E-3
86	Line 25142	3686	8.9	20.819	-65.7	-6.6781E-3	-199.454	76.74	0.0	13.1405	0.360543E-3
87	Line 25142	3655	8.9	18.3371	-65.7	23.5899	-326.771	-224.591	0.0	60.6422	-8.88324E-3
88	Line 25142	3676	9.665	18.3371	-65.7	23.5899	-326.771	-224.591	0.0	60.6422	-8.88324E-3
89	Line 25142	3713	9.665	20.819	-65.7	-6.6781E-3	-199.454	76.74	0.0	13.1405	0.360543E-3
90	Line 25143	3721	8.9	23.1855	-65.7	-2.03366	-147.516	92.236	0.0	13.741	-0.122714E-3
91	Line 25143	3686	8.9	20.819	-65.7	-6.6781E-3	-199.454	76.74	0.0	13.1405	0.360543E-3
92	Line 25143	3713	9.665	20.819	-65.7	-6.6781E-3	-199.454	76.74	0.0	13.1405	0.360543E-3
93	Line 25143	3760	9.665	23.1855	-65.7	-2.03366	-147.516	92.236	0.0	13.741	-0.122714E-3
94	Line 25144	3288	8.9	-155.08	-65.7	4.00287	-123.364	111.523	0.0	32.8042	-1.18407E-3
95	Line 25144	3247	9.665	-155.08	-65.7	4.00287	-123.364	111.523	0.0	32.8042	-1.18407E-3
96	Line 25144	3259	8.9	-153.479	-65.7	9.51144	-236.723	225.25	0.0	63.2621	-1.52354E-3
97	Line 25144	3218	9.665	-153.479	-65.7	9.51144	-236.723	225.25	0.0	63.2621	-1.52354E-3
98	Line 25144	3232	8.9	-151.879	-65.7	18.7762	-238.658	256.023	0.0	47.3657	0.404134E-3
99	Line 25144	3196	9.665	-151.879	-65.7	18.7762	-238.658	256.023	0.0	47.3657	0.404134E-3
100	Line 25145	3232	8.9	-151.879	-65.7	18.7762	-238.658	256.023	0.0	47.3657	0.404134E-3
101	Line 25145	3177	8.9	-146.948	-65.7	155.574	-558.143	866.417	0.0	354.268	-3.09092E-3
102	Line 25145	3196	9.665	-151.879	-65.7	18.7762	-238.658	256.023	0.0	47.3657	0.404134E-3
103	Line 25145	3129	8.9	-142.018	-65.7	88.7336	-159.238	371.882	0.0	133.386	1.29959E-3
104	Line 25145	3142	9.665	-146.948	-65.7	155.574	-558.143	866.417	0.0	354.268	-3.09092E-3
105	Line 25145	3097	9.665	-142.018	-65.7	88.7336	-159.238	371.882	0.0	133.386	1.29959E-3
106	Line 25148	3308	8.9	-156.815	-65.7	3.90204	-146.648	132.336	0.0	26.4857	-1.63649E-3
107	Line 25148	3288	8.9	-155.08	-65.7	4.00287	-123.364	111.523	0.0	32.8042	-1.18407E-3
108	Line 25148	3280	9.665	-156.815	-65.7	3.90204	-146.648	132.336	0.0	26.4857	-1.63649E-3
109	Line 25148	3247	9.665	-155.08	-65.7	4.00287	-123.364	111.523	0.0	32.8042	-1.18407E-3
110	Line 25151	3388	8.9	-160.983	-65.7	0.433481	-73.3058	74.1627	0.0	-5.05405	-1.19537E-3
111	Line 25151	3347	8.9	-159.181	-65.7	2.34953	-136.769	131.19	0.0	9.54142	-1.12487E-3
112	Line 25151	3353	9.665	-160.983	-65.7	0.433481	-73.3058	74.1627	0.0	-5.05405	-1.19537E-3
113	Line 25151	3321	9.665	-159.181	-65.7	2.34953	-136.769	131.19	0.0	9.54142	-1.12487E-3
114	Line 25152	3347	8.9	-159.181	-65.7	2.34953	-136.769	131.19	0.0	9.54142	-1.12487E-3
115	Line 25152	3308	8.9	-156.815	-65.7	3.90204	-146.648	132.336	0.0	26.4857	-1.63649E-3
116	Line 25152	3321	9.665	-159.181	-65.7	2.34953	-136.769	131.19	0.0	9.54142	-1.12487E-3
117	Line 25152	3280	9.665	-156.815	-65.7	3.90204	-146.648	132.336	0.0	26.4857	-1.63649E-3
118	Line 25153	3926	8.9	142.018	-65.7	90.8882	232.047	333.007	0.0	115.44	-0.559094E-3
119	Line 25153	3868	8.9	147.44	-65.7	60.5202	278.313	390.789	0.0	55.3227	1.33762E-3
120	Line 25153	3952	9.665	142.018	-65.7	90.8882	232.047	333.007	0.0	115.44	-0.559094E-3
121	Line 25153	3908	9.665	147.44	-65.7	60.5202	278.313	390.789	0.0	55.3227	1.33762E-3
122	Line 25154	3868	8.9	147.44	-65.7	60.5202	278.313	390.789	0.0	55.3227	1.33762E-3
123	Line 25154	3836	8.9	149.628	-65.7	19.0648	178.111	202.364	0.0	46.0592	0.533805E-3
124	Line 25154	3908	9.665	147.44	-65.7	60.5202	278.313	390.789	0.0	55.3227	1.33762E-3
125	Line 25154	3876	9.665	149.628	-65.7	19.0648	178.111	202.364	0.0	46.0592	0.533805E-3
126	Line 25157	3399	8.9	-161.663	-65.7	-2.5847	-157.715	167.179	0.0	2.65907	-2.16306E-3
127	Line 25157	3388	8.9	-160.983	-65.7	0.433481	-73.3058	74.1627	0.0	-5.05405	-1.19537E-3
128	Line 25157	3370	9.665	-161.663	-65.7	-2.5847	-157.715	167.179	0.0	2.65907	-2.16306E-3
129	Line 25157	3353	9.665	-160.983	-65.7	0.433481	-73.3058	74.1627	0.0	-5.05405	-1.19537E-3
130	Line 25160	3452	8.9	-166.683	-65.7	-20.194	-184.341	205.798	0.0	-14.5198	0.175913E-3
131	Line 25160	3399	8.9	-161.663	-65.7	-2.5847	-157.715	167.179	0.0	2.65907	-2.16306E-3
132	Line 25160	3438	9.665	-166.683	-65.7	-20.194	-184.341	205.798	0.0	-14.5198	0.175913E-3
133	Line 25160	3370	9.665	-161.663	-65.7	-2.5847	-157.715	167.179	0.0	2.65907	-2.16306E-3
134	Line 25161	3502	8.9	-172.251	-65.7	11.0872	-32.3589	-423.731	0.0	38.294	-5.2565E-3
135	Line 25161	3452	8.9	-166.683	-65.7	-20.194	-184.341	205.798	0.0	-14.5198	0.175913E-3
136	Line 25161	3494	9.665	-172.251	-65.7	11.0872	-32.3589	-423.731	0.0	38.294	-5.2565E-3
137	Line 25161	3438	9.665	-166.683	-65.7	-20.194	-184.341	205.798	0.0	-14.5198	0.175913E-3
138	Line 25164	3783	8.9	153.466	-65.7	4.68898	172.561	161.487	0.0	22.2003	0.663743E-3
139	Line 25164	3734	8.9	155.788	-65.7	1.87372	148.598	127.748	0.0	6.70769	0.347966E-3
140	Line 25164	3815	9.665	153.466	-65.7	4.68898	172.561	161.487	0.0	22.2003	0.663743E-3
141	Line 25164	3773	9.665	155.788	-65.7	1.87372	148.598	127.748	0.0	6.70769	0.347966E-3
142	Line 25167	3836	8.9	149.628	-65.7	19.0648	178.111	202.364	0.0	46.0592	0.533805E-3
143	Line 25167	3799	8.9	151.879	-65.7	7.27582	165.809	168.486	0.0	24.1919	0.795298E-3
144	Line 25167	3876	9.665	149.628	-65.7	19.0648	178.111	202.364	0.0	46.0592	0.533805E-3
145	Line 25167	3849	9.665	151.879	-65.7	7.27582	165.809	168.486	0.0	24.1919	0.795298E-3
146	Line 25168	3799	8.9	151.879	-65.7	7.27582	165.809	168.486	0.0	24.1919	0.795298E-3
147	Line 25168	3783	8.9	153.466	-65.7	4.68898	172.561	161.487	0.0	22.2003	0.663743E-3
148	Line 25168	3849	9.665	151.879	-65.7	7.27582	165.809	168.486	0.0	24.1919	0.795298E-3
149	Line 25168	3815	9.665	153.466	-65.7	4.68898	172.561	161.487	0.0	22.2003	0.663743E-3
150	Line 25169	3734	8.9	155.788	-65.7	1.87372	148.598	127.748	0.0	6.70769	0.347966E-3
151	Line 25169	3720	8.9	156.815	-65.7	3.75608	149.449	117.237	0.0	4.25182	0.176238E-3
152	Line 25169	3773	9.665	155.788	-65.7	1.87372	148.598	127.748	0.0	6.70769	0.347966E-3
153	Line 25169	3756	9.665	156.815	-65.7	3.75608	149.449	117.237	0.0	4.25182	0.176238E-3
154	Line 25170	3720	8.9	156.815	-65.7	3.75608	149.449	117.237	0.0	4.25182	0.176238E-3
155	Line 25170	3685	8.9	159.181	-65.7	5.21999	206.284	117.395	0.0	-7.76867	0.155584E-3
156	Line 25170	3756	9.665	156.815	-65.7	3.75608	149.449	117.237	0.0	4.25182	0.176238E-3
157	Line 25170	3707	9.665	159.181	-65.7	5.21999	206.284	117.395	0.0	-7.76867	0.155584E-3
158	Line 25171	3685	8.9	159.181	-65.7	5.21999	206.284	117.395	0.0	-7.76867	0.155584E-3
159	Line 25171	3646	8.9	161.663	-65.7	5.03194	338.332	-61.7124	0.0	17.723	0.727526E-3
160	Line 25171	3707	9.665	159.181	-65.7	5.21999	206.284	117.395	0.0	-7.76867	0.155584E-3
161	Line 25171	3668	9.665	161.663	-65.7	5.03194	338.332	-61.7124	0.0	17.723	0.727526E-3
162	Line 25206	2993	8.9	-62.318	-65.7	204.0	-31.2666	290.235	0.0	250.526	0.14259E-3
163	Line 25206	2953	9.665	-62.318	-65.7	204.0	-31.2666	290.235	0.0	250.526	0.14259E-3
164	Line 25206	3017	8.9	-56.769	-65.7	455.393	-65.746	571.447	0.0	541.244	-0.899444E-3
165	Line 25206	2984	9.665	-56.769	-65.7	455.393	-65.746	571.447	0.0	541.244	-0.899444E-3
166	Line 25206	3037	8.9	-51.2201	-65.7	537.329	-64.8346	533.771	0.0	561.676	1.6561E-3
167	Line 25206	3066	8.9	-45.6711	-65.7	642.106	-32.155	558.278	0.0	521.683	-2.07734E-3
168	Line 25206	3013	9.665	-51.2201	-65.7	537.329	-64.8346	533.771	0.0	561.676	1.6561E-3
169	Line 25206	3042	9.665	-45.6711	-65.7	642.106	-32.155	558.278	0.0	521.683	-2.07734E-3
170	Line 25206	3112	8.9	-40.1221	-65.7	211.704	66.0612	253.075	0.0	103.33	-0.843664E-3
171	Line 25206	3079	9.665	-40.1221	-65.7	211.704	66.0612	253.075	0.0	103.33	-0.843664E-3
172	Line 25207	3112	8.9	-40.1221	-65.7	211.704	66.0612	253.075	0.0	103.33	-0.843664E-3
173	Line 25207	3079	9.665	-40.1221	-65.7	211.704	66.0612	253.075	0.0	103.33	-0.843664E-3
174	Line 25207	3131	8.9	-37.9822	-65.7	126.028	164.446	322.37	0.0	139.319	-1.43311E-3
175	Line 25207	3102	9.665	-37.9822	-65.7	126.028	164.446	322.37	0.0	139.319	-1.43311E-3
176	Line 25208	3942	8.9	40.1221	-65.7	172.539	-127.939	232.71	0.0	77.701	1.09817E-3
177	Line 25208	3979	9.665	40.1221	-65.7	172.539	-127.939	232.71	0.0	77.701	1.09817E-3
178	Line 25208	3987	8.9	45.6711	-65.7	587.738	-166.885	424.65	0.0	427.175	0.904205E-3
179	Line 25208	4012	9.665	45.6711	-65.7	587.738	-166.885	424.65	0.0	427.175	0.904205E-3
180	Line 25208	4015	8.9	51.2201	-65.7	535.864	-150.011	391.485	0.0	396.38	-0.582918E-3
181	Line 25208	4042	9.665	51.2201	-65.7	535.864	-150.011	391.485	0.0	396.38	-0.582918E-3
182	Line 25208	4059	8.9	62.318	-65.7	252.385	-92.1599	152.559	0.0	173.908	0.184969E-3
183	Line 25208	4038	8.9	56.769	-65.7	497.148	-164.47	376.103	0.0	352.909	-1.96232E-3
184	Line 25208	4071	9.665	56.769	-65.7	497.148	-164.47	376.103	0.0	352.909	-1.96232E-3
185	Line 25208	4104	9.665	62.318	-65.7	252.385	-92.1599	152.559	0.0	173.908	0.184969E-3
186	Line 25209	3942	8.9	40.1221	-65.7	172.539	-127.939	232.71	0.0	77.701	1.09817E-3
187	Line 25209	3927	8.9	37.9822	-65.7	92.7442	-226.032	349.21	0.0	117.336	0.165245E-3
188	Line 25209	3960	9.665	37.9822	-65.7	92.7442	-226.032	349.21	0.0	117.336	0.165245E-3
189	Line 25209	3979	9.665	40.1221	-65.7	172.539	-127.939	232.71	0.0	77.701	1.09817E-3
190	Line 25210	3111	8.9	-139.878	-65.7	177.8	-64.5125	287.896	0.0	96.9251	1.0168E-3
191	Line 25210	3075	9.665	-139.878	-65.7	177.8	-64.5125	287.896	0.0	96.9251	1.0168E-3
192	Line 25210	3064	8.9	-134.329	-65.7	585.602	41.4574	620.297	0.0	499.766	0.366648E-3
193	Line 25210	3040	9.665	-134.329	-65.7	585.602	41.4574	620.297	0.0	499.766	0.366648E-3
194	Line 25210	3016	8.9	-123.231	-65.7	455.687	67.4938	644.89	0.0	447.512	0.793858E-3
195	Line 25210	3036	8.9	-128.78	-65.7	528.873	79.819	623.863	0.0	464.782	-1.18658E-3
196	Line 25210	3010	9.665	-128.78	-65.7	528.873	79.819	623.863	0.0	464.782	-1.18658E-3
197	Line 25210	2992	8.9	-117.682	-65.7	201.383	27.5279	318.89	0.0	213.393	-0.157187E-3
198	Line 25210	2981	9.665	-123.231	-65.7	455.687	67.4938	644.89	0.0	447.512	0.793858E-3
199	Line 25210	2947	9.665	-117.682	-65.7	201.383	27.5279	318.89	0.0	213.393	-0.157187E-3
200	Line 25211	3129	8.9	-142.018	-65.7	88.7336	-159.238	371.882	0.0	133.386	1.29959E-3
201	Line 25211	3111	8.9	-139.878	-65.7	177.8	-64.5125	287.896	0.0	96.9251	1.0168E-3
202	Line 25211	3097	9.665	-142.018	-65.7	88.7336	-159.238	371.882	0.0	133.386	1.29959E-3
203	Line 25211	3075	9.665	-139.878	-65.7	177.8	-64.5125	287.896	0.0	96.9251	1.0168E-3
204	Line 25212	4058	8.9	117.682	-65.7	258.267	91.5229	145.839	0.0	164.262	-0.23032E-3
205	Line 25212	4037	8.9	123.231	-65.7	476.833	157.475	342.585	0.0	366.201	-0.620115E-3
206	Line 25212	4100	9.665	117.682	-65.7	258.267	91.5229	145.839	0.0	164.262	-0.23032E-3
207	Line 25212	4067	9.665	123.231	-65.7	476.833	157.475	342.585	0.0	366.201	-0.620115E-3
208	Line 25212	4014	8.9	128.78	-65.7	470.241	150.389	379.719	0.0	389.836	-0.939094E-3
209	Line 25212	4041	9.665	128.78	-65.7	470.241	150.389	379.719	0.0	389.836	-0.939094E-3
210	Line 25212	3986	8.9	134.329	-65.7	491.116	176.452	407.152	0.0	432.621	-0.53821E-3
211	Line 25212	3941	8.9	139.878	-65.7	153.183	133.526	222.591	0.0	78.553	-1.06987E-3
212	Line 25212	4008	9.665	134.329	-65.7	491.116	176.452	407.152	0.0	432.621	-0.53821E-3
213	Line 25212	3973	9.665	139.878	-65.7	153.183	133.526	222.591	0.0	78.553	-1.06987E-3
214	Line 25213	3941	8.9	139.878	-65.7	153.183	133.526	222.591	0.0	78.553	-1.06987E-3
215	Line 25213	3926	8.9	142.018	-65.7	90.8882	232.047	333.007	0.0	115.44	-0.559094E-3
216	Line 25213	3973	9.665	139.878	-65.7	153.183	133.526	222.591	0.0	78.553	-1.06987E-3
217	Line 25213	3952	9.665	142.018	-65.7	90.8882	232.047	333.007	0.0	115.44	-0.559094E-3
218	Line 25214	2942	8.9	-78.9947	-65.7	188.265	-20.9172	262.122	0.0	211.865	1.46796E-3
219	Line 25214	2958	8.9	-73.4357	-65.7	437.019	-57.259	521.463	0.0	449.976	-0.289683E-3
220	Line 25214	2912	9.665	-78.9947	-65.7	188.265	-20.9172	262.122	0.0	211.865	1.46796E-3
221	Line 25214	2923	9.665	-73.4357	-65.7	437.019	-57.259	521.463	0.0	449.976	-0.289683E-3
222	Line 25214	2975	8.9	-67.877	-65.7	427.009	-56.2206	541.338	0.0	474.9	0.16262E-3
223	Line 25214	2930	9.665	-67.877	-65.7	427.009	-56.2206	541.338	0.0	474.9	0.16262E-3
224	Line 25214	2993	8.9	-62.318	-65.7	204.0	-31.2666	290.235	0.0	250.526	0.14259E-3
225	Line 25214	2953	9.665	-62.318	-65.7	204.0	-31.2666	290.235	0.0	250.526	0.14259E-3
226	Line 25215	2932	8.9	-90.0	-65.7	129.413	-7.05657	268.216	0.0	191.134	21.0412E-6
227	Line 25215	2892	9.665	-90.0	-65.7	129.413	-7.05657	268.216	0.0	191.134	21.0412E-6
