Model info
 
	A	B
1	Model Information Output	
2		
3	Model title	SAINT PETER SHAFT 0
4	User interface	Structural
5	Units	kN,m,t,s,C
6	LUSAS version	17.0-4c1
7	Date	04/11/19
8	Time	11:49
9	Analysis category	3D
10	Vertical axis	Z
11	Transformation	Local
12	Results file 1	
13	  Name	SAINT PETER SHAFT 13~Analysis 1.mys
14	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
15	  Created	30/10/19 15:56
16	  Solver version	17.0-3
17	Results file 2	
18	  Name	SAINT PETER SHAFT 13~Analysis 2.mys
19	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
20	  Created	30/10/19 17:44
21	  Solver version	17.0-3
22	Results file 3	
23	  Name	SAINT PETER SHAFT 13~Analysis 3.mys
24	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
25	  Created	30/10/19 18:00
26	  Solver version	17.0-3
27	Results file 4	
28	  Name	SAINT PETER SHAFT 13~Analysis 4.mys
29	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
30	  Created	31/10/19 09:16
31	  Solver version	17.0-3
32	Results file 5	
33	  Name	SAINT PETER SHAFT 13~Analysis 5.mys
34	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
35	  Created	31/10/19 10:29
36	  Solver version	17.0-3
37	Results file 6	
38	  Name	SAINT PETER SHAFT 13~Analysis 6.mys
39	  Path	C:\Users\m.landais\Desktop\SAINT PETER SHAFT\LUSAS MODEL\MODEL C\Associated Model Data\SAINT PETER SHAFT 13
40	  Created	30/10/19 22:02
41	  Solver version	17.0-3
42	Notes	
138:Seismic 1 - Results - 25:Increment 25
 
	Feature	Node	X	Y	Z	Fx[kN]	Fy[kN]	Fz[kN]	Mx[kN.m]	My[kN.m]	Mz[kN.m]
19	Line 25109	3550	8.9	-180.0	-65.7	-234.83	111.596	-978.543	0.0	17.7268	0.411569E-3
20	Line 25109	3587	9.665	173.888	-65.7	-463.668	498.945	-1.81283E3	0.0	-34.0389	-2.22778E-3
21	Line 25109	3547	9.665	-180.0	-65.7	-234.83	111.596	-978.543	0.0	17.7268	0.411569E-3
22	Line 25110	3550	8.9	-180.0	-65.7	-234.83	111.596	-978.543	0.0	17.7268	0.411569E-3
23	Line 25110	3502	8.9	-172.251	-65.7	-233.838	-30.4523	-549.949	0.0	7.45141	-2.88837E-3
24	Line 25110	3547	9.665	-180.0	-65.7	-234.83	111.596	-978.543	0.0	17.7268	0.411569E-3
25	Line 25110	3494	9.665	-172.251	-65.7	-233.838	-30.4523	-549.949	0.0	7.45141	-2.88837E-3
26	Line 25114	3131	8.9	-37.9822	-65.7	-63.1219	131.482	326.824	0.0	63.8029	25.6951E-6
27	Line 25114	3102	9.665	-37.9822	-65.7	-63.1219	131.482	326.824	0.0	63.8029	25.6951E-6
28	Line 25114	3178	8.9	-33.0518	-65.7	-245.086	498.116	778.757	0.0	80.0394	1.15179E-3
29	Line 25114	3233	8.9	-28.1214	-65.7	-110.964	240.396	215.562	0.0	-8.48284	-90.9651E-6
30	Line 25114	3144	9.665	-33.0518	-65.7	-245.086	498.116	778.757	0.0	80.0394	1.15179E-3
31	Line 25114	3201	9.665	-28.1214	-65.7	-110.964	240.396	215.562	0.0	-8.48284	-90.9651E-6
32	Line 25115	3233	8.9	-28.1214	-65.7	-110.964	240.396	215.562	0.0	-8.48284	-90.9651E-6
33	Line 25115	3201	9.665	-28.1214	-65.7	-110.964	240.396	215.562	0.0	-8.48284	-90.9651E-6
34	Line 25115	3295	8.9	-24.9197	-65.7	-65.9602	124.471	93.7362	0.0	-8.99806	0.178756E-3
35	Line 25115	3260	8.9	-26.5207	-65.7	-122.601	237.622	189.485	0.0	-0.780329	0.43256E-3
36	Line 25115	3220	9.665	-26.5207	-65.7	-122.601	237.622	189.485	0.0	-0.780329	0.43256E-3
37	Line 25115	3255	9.665	-24.9197	-65.7	-65.9602	124.471	93.7362	0.0	-8.99806	0.178756E-3
38	Line 25118	3295	8.9	-24.9197	-65.7	-65.9602	124.471	93.7362	0.0	-8.99806	0.178756E-3
39	Line 25118	3255	9.665	-24.9197	-65.7	-65.9602	124.471	93.7362	0.0	-8.99806	0.178756E-3
40	Line 25118	3309	8.9	-23.1855	-65.7	-83.3119	148.319	107.917	0.0	-11.2209	0.474872E-3
41	Line 25118	3284	9.665	-23.1855	-65.7	-83.3119	148.319	107.917	0.0	-11.2209	0.474872E-3
42	Line 25119	3309	8.9	-23.1855	-65.7	-83.3119	148.319	107.917	0.0	-11.2209	0.474872E-3
43	Line 25119	3284	9.665	-23.1855	-65.7	-83.3119	148.319	107.917	0.0	-11.2209	0.474872E-3
44	Line 25119	3348	8.9	-20.819	-65.7	-85.6244	138.561	105.777	0.0	-24.1115	0.458941E-3
45	Line 25119	3329	9.665	-20.819	-65.7	-85.6244	138.561	105.777	0.0	-24.1115	0.458941E-3
46	Line 25120	3348	8.9	-20.819	-65.7	-85.6244	138.561	105.777	0.0	-24.1115	0.458941E-3
47	Line 25120	3329	9.665	-20.819	-65.7	-85.6244	138.561	105.777	0.0	-24.1115	0.458941E-3
48	Line 25120	3395	8.9	-19.0166	-65.7	-50.427	73.2955	62.8366	0.0	-8.22811	0.30943E-3
49	Line 25120	3355	9.665	-19.0166	-65.7	-50.427	73.2955	62.8366	0.0	-8.22811	0.30943E-3
50	Line 25123	3869	8.9	32.5601	-65.7	-163.719	-269.876	355.69	0.0	-0.129688	-0.828499E-3
51	Line 25123	3843	8.9	30.3724	-65.7	-109.809	-180.117	174.766	0.0	4.66154	-0.805264E-3
52	Line 25123	3882	9.665	30.3724	-65.7	-109.809	-180.117	174.766	0.0	4.66154	-0.805264E-3
53	Line 25123	3911	9.665	32.5601	-65.7	-163.719	-269.876	355.69	0.0	-0.129688	-0.828499E-3
54	Line 25124	3927	8.9	37.9822	-65.7	-122.374	-202.686	352.47	0.0	46.7979	-1.61694E-3
55	Line 25124	3869	8.9	32.5601	-65.7	-163.719	-269.876	355.69	0.0	-0.129688	-0.828499E-3
56	Line 25124	3911	9.665	32.5601	-65.7	-163.719	-269.876	355.69	0.0	-0.129688	-0.828499E-3
57	Line 25124	3960	9.665	37.9822	-65.7	-122.374	-202.686	352.47	0.0	46.7979	-1.61694E-3
58	Line 25127	3395	8.9	-19.0166	-65.7	-50.427	73.2955	62.8366	0.0	-8.22811	0.30943E-3
59	Line 25127	3355	9.665	-19.0166	-65.7	-50.427	73.2955	62.8366	0.0	-8.22811	0.30943E-3
60	Line 25127	3400	8.9	-18.3371	-65.7	-116.486	157.692	142.209	0.0	-4.96543	0.668382E-3
61	Line 25127	3377	9.665	-18.3371	-65.7	-116.486	157.692	142.209	0.0	-4.96543	0.668382E-3
62	Line 25128	3400	8.9	-18.3371	-65.7	-116.486	157.692	142.209	0.0	-4.96543	0.668382E-3
63	Line 25128	3377	9.665	-18.3371	-65.7	-116.486	157.692	142.209	0.0	-4.96543	0.668382E-3
64	Line 25128	3459	8.9	-13.3169	-65.7	-225.403	193.547	190.254	0.0	-55.5144	0.409327E-3
65	Line 25128	3443	9.665	-13.3169	-65.7	-225.403	193.547	190.254	0.0	-55.5144	0.409327E-3
66	Line 25131	3459	8.9	-13.3169	-65.7	-225.403	193.547	190.254	0.0	-55.5144	0.409327E-3
67	Line 25131	3443	9.665	-13.3169	-65.7	-225.403	193.547	190.254	0.0	-55.5144	0.409327E-3
68	Line 25131	3511	8.9	-7.74887	-65.7	-253.212	41.3959	-261.493	0.0	-35.7851	-0.55478E-3
69	Line 25131	3499	9.665	-7.74887	-65.7	-253.212	41.3959	-261.493	0.0	-35.7851	-0.55478E-3
70	Line 25134	3784	8.9	26.534	-65.7	-105.289	-181.971	118.149	0.0	-9.80089	-0.455196E-3
71	Line 25134	3741	8.9	24.2119	-65.7	-89.3978	-157.356	82.4943	0.0	-11.2824	-0.275184E-3
72	Line 25134	3778	9.665	24.2119	-65.7	-89.3978	-157.356	82.4943	0.0	-11.2824	-0.275184E-3
73	Line 25134	3821	9.665	26.534	-65.7	-105.289	-181.971	118.149	0.0	-9.80089	-0.455196E-3
74	Line 25135	3801	8.9	28.1214	-65.7	-101.277	-172.084	130.756	0.0	-6.97767	-0.484241E-3
75	Line 25135	3784	8.9	26.534	-65.7	-105.289	-181.971	118.149	0.0	-9.80089	-0.455196E-3
76	Line 25135	3821	9.665	26.534	-65.7	-105.289	-181.971	118.149	0.0	-9.80089	-0.455196E-3
77	Line 25135	3850	9.665	28.1214	-65.7	-101.277	-172.084	130.756	0.0	-6.97767	-0.484241E-3
78	Line 25136	3843	8.9	30.3724	-65.7	-109.809	-180.117	174.766	0.0	4.66154	-0.805264E-3
79	Line 25136	3801	8.9	28.1214	-65.7	-101.277	-172.084	130.756	0.0	-6.97767	-0.484241E-3
80	Line 25136	3850	9.665	28.1214	-65.7	-101.277	-172.084	130.756	0.0	-6.97767	-0.484241E-3
81	Line 25136	3882	9.665	30.3724	-65.7	-109.809	-180.117	174.766	0.0	4.66154	-0.805264E-3
82	Line 25139	3741	8.9	24.2119	-65.7	-89.3978	-157.356	82.4943	0.0	-11.2824	-0.275184E-3
83	Line 25139	3721	8.9	23.1855	-65.7	-87.1704	-158.222	67.0412	0.0	-3.38274	-7.12333E-6
84	Line 25139	3760	9.665	23.1855	-65.7	-87.1704	-158.222	67.0412	0.0	-3.38274	-7.12333E-6
85	Line 25139	3778	9.665	24.2119	-65.7	-89.3978	-157.356	82.4943	0.0	-11.2824	-0.275184E-3
86	Line 25142	3686	8.9	20.819	-65.7	-115.203	-217.051	34.8141	0.0	-29.9122	-9.04822E-6
87	Line 25142	3655	8.9	18.3371	-65.7	-166.799	-359.976	-311.214	0.0	20.8366	-5.58831E-3
88	Line 25142	3676	9.665	18.3371	-65.7	-166.799	-359.976	-311.214	0.0	20.8366	-5.58831E-3
89	Line 25142	3713	9.665	20.819	-65.7	-115.203	-217.051	34.8141	0.0	-29.9122	-9.04822E-6
90	Line 25143	3721	8.9	23.1855	-65.7	-87.1704	-158.222	67.0412	0.0	-3.38274	-7.12333E-6
91	Line 25143	3686	8.9	20.819	-65.7	-115.203	-217.051	34.8141	0.0	-29.9122	-9.04822E-6
92	Line 25143	3713	9.665	20.819	-65.7	-115.203	-217.051	34.8141	0.0	-29.9122	-9.04822E-6
93	Line 25143	3760	9.665	23.1855	-65.7	-87.1704	-158.222	67.0412	0.0	-3.38274	-7.12333E-6
94	Line 25144	3288	8.9	-155.08	-65.7	-75.661	-123.221	89.0437	0.0	-0.841929	-0.722877E-3
95	Line 25144	3247	9.665	-155.08	-65.7	-75.661	-123.221	89.0437	0.0	-0.841929	-0.722877E-3
96	Line 25144	3259	8.9	-153.479	-65.7	-148.016	-233.626	183.382	0.0	11.4838	-0.853376E-3
97	Line 25144	3218	9.665	-153.479	-65.7	-148.016	-233.626	183.382	0.0	11.4838	-0.853376E-3
98	Line 25144	3232	8.9	-151.879	-65.7	-143.366	-233.77	215.481	0.0	3.88604	0.371392E-3
99	Line 25144	3196	9.665	-151.879	-65.7	-143.366	-233.77	215.481	0.0	3.88604	0.371392E-3
100	Line 25145	3232	8.9	-151.879	-65.7	-143.366	-233.77	215.481	0.0	3.88604	0.371392E-3
101	Line 25145	3177	8.9	-146.948	-65.7	-370.247	-465.662	801.891	0.0	93.3097	-1.708E-3
102	Line 25145	3196	9.665	-151.879	-65.7	-143.366	-233.77	215.481	0.0	3.88604	0.371392E-3
103	Line 25145	3129	8.9	-142.018	-65.7	-102.97	-110.937	371.657	0.0	63.5189	-0.507816E-3
104	Line 25145	3142	9.665	-146.948	-65.7	-370.247	-465.662	801.891	0.0	93.3097	-1.708E-3
105	Line 25145	3097	9.665	-142.018	-65.7	-102.97	-110.937	371.657	0.0	63.5189	-0.507816E-3
106	Line 25148	3308	8.9	-156.815	-65.7	-91.2538	-148.234	104.152	0.0	-9.03994	-0.822786E-3
107	Line 25148	3288	8.9	-155.08	-65.7	-75.661	-123.221	89.0437	0.0	-0.841929	-0.722877E-3
108	Line 25148	3280	9.665	-156.815	-65.7	-91.2538	-148.234	104.152	0.0	-9.03994	-0.822786E-3
109	Line 25148	3247	9.665	-155.08	-65.7	-75.661	-123.221	89.0437	0.0	-0.841929	-0.722877E-3
110	Line 25151	3388	8.9	-160.983	-65.7	-54.3123	-74.3949	57.4817	0.0	-9.62404	-0.621106E-3
111	Line 25151	3347	8.9	-159.181	-65.7	-92.202	-139.519	102.277	0.0	-27.8496	-0.625423E-3
112	Line 25151	3353	9.665	-160.983	-65.7	-54.3123	-74.3949	57.4817	0.0	-9.62404	-0.621106E-3
113	Line 25151	3321	9.665	-159.181	-65.7	-92.202	-139.519	102.277	0.0	-27.8496	-0.625423E-3
114	Line 25152	3347	8.9	-159.181	-65.7	-92.202	-139.519	102.277	0.0	-27.8496	-0.625423E-3
115	Line 25152	3308	8.9	-156.815	-65.7	-91.2538	-148.234	104.152	0.0	-9.03994	-0.822786E-3
116	Line 25152	3321	9.665	-159.181	-65.7	-92.202	-139.519	102.277	0.0	-27.8496	-0.625423E-3
117	Line 25152	3280	9.665	-156.815	-65.7	-91.2538	-148.234	104.152	0.0	-9.03994	-0.822786E-3
118	Line 25153	3926	8.9	142.018	-65.7	-122.885	197.694	334.783	0.0	44.5981	1.19534E-3
119	Line 25153	3868	8.9	147.44	-65.7	-147.938	263.483	349.121	0.0	-17.3128	1.3347E-3
120	Line 25153	3952	9.665	142.018	-65.7	-122.885	197.694	334.783	0.0	44.5981	1.19534E-3
121	Line 25153	3908	9.665	147.44	-65.7	-147.938	263.483	349.121	0.0	-17.3128	1.3347E-3
122	Line 25154	3868	8.9	147.44	-65.7	-147.938	263.483	349.121	0.0	-17.3128	1.3347E-3
123	Line 25154	3836	8.9	149.628	-65.7	-98.4976	175.178	170.716	0.0	-11.1694	95.7382E-6
124	Line 25154	3908	9.665	147.44	-65.7	-147.938	263.483	349.121	0.0	-17.3128	1.3347E-3
125	Line 25154	3876	9.665	149.628	-65.7	-98.4976	175.178	170.716	0.0	-11.1694	95.7382E-6
126	Line 25157	3399	8.9	-161.663	-65.7	-124.254	-160.063	129.231	0.0	-6.1382	-1.20473E-3
127	Line 25157	3388	8.9	-160.983	-65.7	-54.3123	-74.3949	57.4817	0.0	-9.62404	-0.621106E-3
128	Line 25157	3370	9.665	-161.663	-65.7	-124.254	-160.063	129.231	0.0	-6.1382	-1.20473E-3
129	Line 25157	3353	9.665	-160.983	-65.7	-54.3123	-74.3949	57.4817	0.0	-9.62404	-0.621106E-3
130	Line 25160	3452	8.9	-166.683	-65.7	-229.687	-187.075	125.837	0.0	-56.8736	-0.234099E-3
131	Line 25160	3399	8.9	-161.663	-65.7	-124.254	-160.063	129.231	0.0	-6.1382	-1.20473E-3
132	Line 25160	3438	9.665	-166.683	-65.7	-229.687	-187.075	125.837	0.0	-56.8736	-0.234099E-3
133	Line 25160	3370	9.665	-161.663	-65.7	-124.254	-160.063	129.231	0.0	-6.1382	-1.20473E-3
134	Line 25161	3502	8.9	-172.251	-65.7	-233.838	-30.4523	-549.949	0.0	7.45141	-2.88837E-3
135	Line 25161	3452	8.9	-166.683	-65.7	-229.687	-187.075	125.837	0.0	-56.8736	-0.234099E-3
136	Line 25161	3494	9.665	-172.251	-65.7	-233.838	-30.4523	-549.949	0.0	7.45141	-2.88837E-3
137	Line 25161	3438	9.665	-166.683	-65.7	-229.687	-187.075	125.837	0.0	-56.8736	-0.234099E-3
138	Line 25164	3783	8.9	153.466	-65.7	-96.2056	177.256	131.661	0.0	-24.7035	0.181229E-3
139	Line 25164	3734	8.9	155.788	-65.7	-80.1346	154.954	101.844	0.0	-19.5451	0.193832E-3
140	Line 25164	3815	9.665	153.466	-65.7	-96.2056	177.256	131.661	0.0	-24.7035	0.181229E-3
141	Line 25164	3773	9.665	155.788	-65.7	-80.1346	154.954	101.844	0.0	-19.5451	0.193832E-3
142	Line 25167	3836	8.9	149.628	-65.7	-98.4976	175.178	170.716	0.0	-11.1694	95.7382E-6
143	Line 25167	3799	8.9	151.879	-65.7	-93.3836	168.035	139.488	0.0	-16.6711	0.307521E-3
144	Line 25167	3876	9.665	149.628	-65.7	-98.4976	175.178	170.716	0.0	-11.1694	95.7382E-6
145	Line 25167	3849	9.665	151.879	-65.7	-93.3836	168.035	139.488	0.0	-16.6711	0.307521E-3
146	Line 25168	3799	8.9	151.879	-65.7	-93.3836	168.035	139.488	0.0	-16.6711	0.307521E-3
147	Line 25168	3783	8.9	153.466	-65.7	-96.2056	177.256	131.661	0.0	-24.7035	0.181229E-3
148	Line 25168	3849	9.665	151.879	-65.7	-93.3836	168.035	139.488	0.0	-16.6711	0.307521E-3
149	Line 25168	3815	9.665	153.466	-65.7	-96.2056	177.256	131.661	0.0	-24.7035	0.181229E-3
150	Line 25169	3734	8.9	155.788	-65.7	-80.1346	154.954	101.844	0.0	-19.5451	0.193832E-3
151	Line 25169	3720	8.9	156.815	-65.7	-79.7993	156.821	90.3281	0.0	-13.3154	-44.4996E-6
152	Line 25169	3773	9.665	155.788	-65.7	-80.1346	154.954	101.844	0.0	-19.5451	0.193832E-3
153	Line 25169	3756	9.665	156.815	-65.7	-79.7993	156.821	90.3281	0.0	-13.3154	-44.4996E-6
154	Line 25170	3720	8.9	156.815	-65.7	-79.7993	156.821	90.3281	0.0	-13.3154	-44.4996E-6
155	Line 25170	3685	8.9	159.181	-65.7	-109.203	219.101	75.1782	0.0	-52.0398	0.527809E-3
156	Line 25170	3756	9.665	156.815	-65.7	-79.7993	156.821	90.3281	0.0	-13.3154	-44.4996E-6
157	Line 25170	3707	9.665	159.181	-65.7	-109.203	219.101	75.1782	0.0	-52.0398	0.527809E-3
158	Line 25171	3685	8.9	159.181	-65.7	-109.203	219.101	75.1782	0.0	-52.0398	0.527809E-3
159	Line 25171	3646	8.9	161.663	-65.7	-181.233	363.004	-143.103	0.0	-23.3016	-0.174802E-3
160	Line 25171	3707	9.665	159.181	-65.7	-109.203	219.101	75.1782	0.0	-52.0398	0.527809E-3
161	Line 25171	3668	9.665	161.663	-65.7	-181.233	363.004	-143.103	0.0	-23.3016	-0.174802E-3
162	Line 25206	2993	8.9	-62.318	-65.7	-23.6037	-54.2569	289.111	0.0	110.2	75.2052E-6
163	Line 25206	2953	9.665	-62.318	-65.7	-23.6037	-54.2569	289.111	0.0	110.2	75.2052E-6
164	Line 25206	3017	8.9	-56.769	-65.7	-56.0079	-107.19	608.479	0.0	218.68	1.77531E-3
165	Line 25206	2984	9.665	-56.769	-65.7	-56.0079	-107.19	608.479	0.0	218.68	1.77531E-3
166	Line 25206	3037	8.9	-51.2201	-65.7	-10.8212	-118.61	588.07	0.0	237.306	1.59629E-3
167	Line 25206	3066	8.9	-45.6711	-65.7	67.2648	-99.9418	618.259	0.0	204.199	-1.0765E-3
168	Line 25206	3013	9.665	-51.2201	-65.7	-10.8212	-118.61	588.07	0.0	237.306	1.59629E-3
169	Line 25206	3042	9.665	-45.6711	-65.7	67.2648	-99.9418	618.259	0.0	204.199	-1.0765E-3
170	Line 25206	3112	8.9	-40.1221	-65.7	2.11425	39.1377	280.149	0.0	31.0112	-0.263372E-3
171	Line 25206	3079	9.665	-40.1221	-65.7	2.11425	39.1377	280.149	0.0	31.0112	-0.263372E-3
172	Line 25207	3112	8.9	-40.1221	-65.7	2.11425	39.1377	280.149	0.0	31.0112	-0.263372E-3
173	Line 25207	3079	9.665	-40.1221	-65.7	2.11425	39.1377	280.149	0.0	31.0112	-0.263372E-3
174	Line 25207	3131	8.9	-37.9822	-65.7	-63.1219	131.482	326.824	0.0	63.8029	25.6951E-6
175	Line 25207	3102	9.665	-37.9822	-65.7	-63.1219	131.482	326.824	0.0	63.8029	25.6951E-6
176	Line 25208	3942	8.9	40.1221	-65.7	-45.2671	-112.258	265.819	0.0	6.82574	0.113291E-3
177	Line 25208	3979	9.665	40.1221	-65.7	-45.2671	-112.258	265.819	0.0	6.82574	0.113291E-3
178	Line 25208	3987	8.9	45.6711	-65.7	-7.78228	-144.256	512.15	0.0	104.572	-0.929954E-3
179	Line 25208	4012	9.665	45.6711	-65.7	-7.78228	-144.256	512.15	0.0	104.572	-0.929954E-3
180	Line 25208	4015	8.9	51.2201	-65.7	-11.0902	-154.766	437.607	0.0	95.9432	-1.12513E-3
181	Line 25208	4042	9.665	51.2201	-65.7	-11.0902	-154.766	437.607	0.0	95.9432	-1.12513E-3
182	Line 25208	4059	8.9	62.318	-65.7	26.8218	-95.4919	137.216	0.0	39.7388	82.1089E-6
183	Line 25208	4038	8.9	56.769	-65.7	-0.455613	-175.401	399.339	0.0	42.4089	-7.68046E-3
184	Line 25208	4071	9.665	56.769	-65.7	-0.455613	-175.401	399.339	0.0	42.4089	-7.68046E-3
185	Line 25208	4104	9.665	62.318	-65.7	26.8218	-95.4919	137.216	0.0	39.7388	82.1089E-6
186	Line 25209	3942	8.9	40.1221	-65.7	-45.2671	-112.258	265.819	0.0	6.82574	0.113291E-3
187	Line 25209	3927	8.9	37.9822	-65.7	-122.374	-202.686	352.47	0.0	46.7979	-1.61694E-3
188	Line 25209	3960	9.665	37.9822	-65.7	-122.374	-202.686	352.47	0.0	46.7979	-1.61694E-3
189	Line 25209	3979	9.665	40.1221	-65.7	-45.2671	-112.258	265.819	0.0	6.82574	0.113291E-3
190	Line 25210	3111	8.9	-139.878	-65.7	-36.1164	-15.5047	319.089	0.0	25.4223	0.281945E-3
191	Line 25210	3075	9.665	-139.878	-65.7	-36.1164	-15.5047	319.089	0.0	25.4223	0.281945E-3
192	Line 25210	3064	8.9	-134.329	-65.7	0.56484	172.57	713.353	0.0	167.885	-0.438149E-3
193	Line 25210	3040	9.665	-134.329	-65.7	0.56484	172.57	713.353	0.0	167.885	-0.438149E-3
194	Line 25210	3016	8.9	-123.231	-65.7	-27.8722	171.802	706.72	0.0	108.898	-2.04367E-3
195	Line 25210	3036	8.9	-128.78	-65.7	4.76042	194.899	698.539	0.0	132.313	-1.03415E-3
196	Line 25210	3010	9.665	-128.78	-65.7	4.76042	194.899	698.539	0.0	132.313	-1.03415E-3
197	Line 25210	2992	8.9	-117.682	-65.7	-22.3074	77.3836	325.663	0.0	66.8623	-20.3294E-6
198	Line 25210	2981	9.665	-123.231	-65.7	-27.8722	171.802	706.72	0.0	108.898	-2.04367E-3
199	Line 25210	2947	9.665	-117.682	-65.7	-22.3074	77.3836	325.663	0.0	66.8623	-20.3294E-6
200	Line 25211	3129	8.9	-142.018	-65.7	-102.97	-110.937	371.657	0.0	63.5189	-0.507816E-3
201	Line 25211	3111	8.9	-139.878	-65.7	-36.1164	-15.5047	319.089	0.0	25.4223	0.281945E-3
202	Line 25211	3097	9.665	-142.018	-65.7	-102.97	-110.937	371.657	0.0	63.5189	-0.507816E-3
203	Line 25211	3075	9.665	-139.878	-65.7	-36.1164	-15.5047	319.089	0.0	25.4223	0.281945E-3
204	Line 25212	4058	8.9	117.682	-65.7	32.223	60.4262	125.286	0.0	25.8062	-0.105274E-3
